,width,height,url,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
0,240,427,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/288040236_561852638796706_6651416085184069030_n.jpg?stp=dst-jpg_e15_p240x240&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=D7bnFBKdkQoAX9-7FcQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjg2MjY5NzUyMzYzMjUzNDM4Mw%3D%3D.2-ccb7-5&oh=00_AT-N7FIzFgXBtHmQ3coN2cw7yCVD6JnETxMsFciTaQaZvQ&oe=6340C5F0&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,mama_bear_wooten,Ce6WDsDgfNv
0,240,427,https://scontent-msp1-1.cdninstagram.com/v/t51.2885-15/301473044_132921896125825_7552923726351731161_n.jpg?stp=dst-jpg_e15_p240x240&_nc_ht=scontent-msp1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=lNUOcTdjpDUAX-rK2Yq&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkxMjgzNDE1Njc5ODk0NTQyMA%3D%3D.2-ccb7-5&oh=00_AT907IUMnJCr7mko4NA3w4l38Ayyiq7cddCO07SRQWep5Q&oe=6341F72A&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,caroline.merritt19,ChsdzuVoCiM
0,240,427,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/302313978_169633725583603_7060236408228601718_n.jpg?stp=dst-jpg_e15_p240x240&efg=eyJybWQiOiJpZ19hbmRyb2lkX21vYmlsZV9uZXR3b3JrX3N0YWNrX2xpZ2VyX2NvbXBhdGlibGVfcXVpY19hbGxvd2xpc3RfMTpsaWdlciJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=QHRSVli4-P0AX9pmW21&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkxNzIwMzA3ODUwODAxMDU3Ng%3D%3D.2-ccb7-5&oh=00_AT8nmXhzXyzPMUYxrqwSX7vy4TR_WGrRUEomkpmL--QLqw&oe=634072F2&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,briellaandme,Ch7_L5wJVxQ
0,360,640,https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/300989186_3165492547023937_8397289171875827802_n.jpg?stp=dst-jpg_e15_p360x360&_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=101&_nc_ohc=EnKBD8SctsUAX9cxy0q&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkxMjA2MDEzNDM1MjI0ODcwMA%3D%3D.2-ccb7-5&oh=00_AT8dCY2rnn25gR7pvYwVj5dW-KX1qIwpTsLC9-4N3BLOcQ&oe=63407BEE&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,iammaritzarod,Chpt0NwpF98
0,640,1138,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/302876988_613398833633837_3545149057958579664_n.jpg?stp=dst-jpg_e35_p640x640_sh0.08&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=rb3RMobjRAMAX-39Axp&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkxNTg4NDAxMDY1MTk1ODAxOA%3D%3D.2-ccb7-5&oh=00_AT-I2mumTgByz3--SsXalVFndHGLEPuoYD7wm3N6hFMjiw&oe=63424515&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,doranpoma,Ch3TQ8FJrsC
0,360,640,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/292438233_334041638943502_6762228691481030458_n.jpg?stp=dst-jpg_e15_p360x360&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=z2kdJIrkCMAAX-dstu-&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjg3ODY5MDU4NTMwOTY4MjA4OQ%3D%3D.2-ccb7-5&oh=00_AT-azqqCntIswqDu_OqccR2KNaQhLstZPDwVe43Arfr9Mw&oe=6341DBEA&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,babybumpsandmombunss_,CfzKdXbpRmp
0,360,640,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/305250749_3317498781842575_8584669371352181875_n.jpg?stp=dst-jpg_e15_p360x360&efg=eyJybWQiOiJpZ19hbmRyb2lkX21vYmlsZV9uZXR3b3JrX3N0YWNrX2xpZ2VyX2NvbXBhdGlibGVfcXVpY19hbGxvd2xpc3RfMTpjb250cm9sIn0&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=8p_b3rg90DEAX_tQfnZ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkyMTY0MDMxNzY2MTkxNjk3Ng%3D%3D.2-ccb7-5&oh=00_AT9pKArjUg0IpKI2dFtqtPP8vSa3opu6BUdE4mB--HhT9Q&oe=63425249&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,ausomelyos,CiLwGOvsq8w
0,480,855,https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/302060304_179844267866459_8240250039411360151_n.jpg?stp=dst-jpg_e15_p480x480&_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=111&_nc_ohc=ji2nDqtEGcQAX9gN8k2&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkxNTk0NTc3MzExMjAzNjc2NQ%3D%3D.2-ccb7-5&oh=00_AT-AbuZ09dJBhhIsL79B3DOQvvpn5l9wjPlokMTjnXdLYA&oe=63408F5A&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,woodandgraceblog,Ch3hTs2pQ2d
0,360,640,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/302062003_598676055053269_2856104083208883178_n.jpg?stp=dst-jpg_e15_p360x360&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=Pnh6VzVZGRoAX8ZDzIa&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkxNjMyNDYzNjc1NTEyODIxOQ%3D%3D.2-ccb7-5&oh=00_AT-lTja4hoURGtFUxGF7siwGVt7P55RxpXhSdSIUZR7z-g&oe=63419B6C&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,tori.mccain,Ch43c5Hgm-b
0,360,640,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/301818441_3401821756719441_5186560579628377096_n.jpg?stp=dst-jpg_e15_p360x360&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=hya8FwwJBckAX9g8fUu&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkxNTE1NzU0OTU4OTEzODY2OA%3D%3D.2-ccb7-5&oh=00_AT8jUpjs-drB1EbTcVe89EvvzzNzVCLrwdhqaArVVW6Wbw&oe=63415905&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,mikandnick,Ch0uFifjwzs
0,240,426,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/302202948_406197664957665_4872723228044479818_n.jpg?stp=dst-jpg_e15_p240x240&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=wcuHJBNiAMQAX_EIDPJ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkxNzc3MjkzMjg0NTY1MTI2MA%3D%3D.2-ccb7-5&oh=00_AT-3fd0SYcMBwpi0R5DDUa5iZh7A2pAoDuN41jpCJqEgRA&oe=6341D48C&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,kimberlie.kathleen,Ch-AwX9g8U8
0,360,638,https://scontent-msp1-1.cdninstagram.com/v/t51.2885-15/302296765_3271109153204100_1235946607006738491_n.jpg?stp=dst-jpg_e15_p360x360&_nc_ht=scontent-msp1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=-ZrNsqFXSWMAX-Wjunj&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkxNTU5MzMxMzU5Nzk2NTI5OQ%3D%3D.2-ccb7-5&oh=00_AT9z2DFaNOeU7q8pDh9RatcI15CsaNN_-Xd_H7scB9eaTg&oe=6341391A&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,vanessa_amonn,Ch2RKvWgsPz
0,360,640,https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/292640752_717904959438317_3732007855147634202_n.jpg?stp=dst-jpg_e15_p360x360&_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=2x39yeVpmMIAX8A1Js9&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjg3ODc3OTUwMzgxNjI0OTAyNA%3D%3D.2-ccb7-5&oh=00_AT_CNLZnXmTpIozu9LGLkgrIoOsXHn2GTey_QmOQuTHYYQ&oe=6341AF13&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,lifeasmrsbaker,CfzerTPpI7A
0,180,320,https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/292073301_113933357930418_276092305795633501_n.jpg?stp=dst-jpg_e15_p180x180&efg=eyJybWQiOiJpZ19hbmRyb2lkX21vYmlsZV9uZXR3b3JrX3N0YWNrX2xpZ2VyX2NvbXBhdGlibGVfcXVpY19hbGxvd2xpc3RfMTpsaWdlciJ9&_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=106&_nc_ohc=RbxF6F3srOgAX8i1tdR&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjg3NzA5MzczNTgwNjAxOTcxMg%3D%3D.2-ccb7-5&oh=00_AT8xkjCDhTS_JpSn6Zrm3T6dTV-oGoHYSctWY023hYqBWA&oe=6340B938&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,robertsbarndolife,CftfYJcOCiA
0,360,640,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/306364492_1060383487964043_3528899801779027252_n.jpg?stp=dst-jpg_e15_p360x360&_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=103&_nc_ohc=xPNmlhNLKhsAX-zRxVX&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkyNTc4NjU1Mzk3MDkyMTU2OQ%3D%3D.2-ccb7-5&oh=00_AT-PsuvsXrvD2NbVvyAfJxFUc_dMFjnj90lt51VXTNBcmw&oe=63406F5B&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,kallmesam_plustwo,Ciae16ODRBh
0,480,853,https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/301391463_467062888405455_1374461727110780784_n.jpg?stp=dst-jpg_e15_p480x480&efg=eyJybWQiOiJpZ19hbmRyb2lkX21vYmlsZV9uZXR3b3JrX3N0YWNrX2xpZ2VyX2NvbXBhdGlibGVfcXVpY19hbGxvd2xpc3RfMTpsaWdlciJ9&_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=103&_nc_ohc=yExHeeryZ40AX8FLorQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkxNDgxMTY0ODk1MjgyNTg5Nw%3D%3D.2-ccb7-5&oh=00_AT-jzc7Cc8UmiXnrA9pXCbSSH5_WMnEhRJeWndxsh6apPg&oe=63418868&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,mymountainretreat,ChzfcBbAPgp
0,1080,720,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/297985791_1320240175171787_5433089759653619292_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=UV3NU2xk8eMAX9QbAnT&edm=APGXKFABAAAA&ccb=7-5&ig_cache_key=Mjg5ODk4OTYwMjI3NTQ4MzQ1NA%3D%3D.2-ccb7-5&oh=00_AT-F2nykvLEEd4J3raZGBSE9_x15bjJ7QBtG7w2M4kCwew&oe=6340DA69&_nc_sid=f0cd3e,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,tammymerecka,Cg7R68LLl8-
1,360,240,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/297985791_1320240175171787_5433089759653619292_n.jpg?stp=dst-jpg_e35_s360x360&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=UV3NU2xk8eMAX9QbAnT&edm=APGXKFABAAAA&ccb=7-5&ig_cache_key=Mjg5ODk4OTYwMjI3NTQ4MzQ1NA%3D%3D.2-ccb7-5&oh=00_AT-aCoROQDWp0pntUzlHkyr5-aLQdeK8yiIzNWTz7wGfIA&oe=6340DA69&_nc_sid=f0cd3e,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,tammymerecka,Cg7R68LLl8-
0,480,853,https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/292663350_1123102171573794_8797931472573294311_n.jpg?stp=dst-jpg_e15_p480x480&_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=106&_nc_ohc=Fpe9LyjBVXcAX9ptO3n&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjg4MDM5MTQwNDQ2MTMzNjA2OQ%3D%3D.2-ccb7-5&oh=00_AT-681D4y8VIw9iYB1a_tXTXjGhchefymnjZuoU1VLcduA&oe=6341D489&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,tammymerecka,Cf5NLitAaYF
0,360,640,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/301676395_402126205360400_6520781235055439466_n.jpg?stp=dst-jpg_e15_p360x360&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=8pzq1owPS1gAX8UYsXC&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkxNDkzNjA1OTU2Mjg4NDUxNQ%3D%3D.2-ccb7-5&oh=00_AT_4SMQf6H23_vbXV2Srjtf3IH9sWoocZCMdVzwxDqSSvA&oe=6340C59C&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,britneylaurenamarin,Chz7ub1OP2j
0,240,427,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/295557640_765531821258168_5068028205639508845_n.jpg?stp=dst-jpg_e15_p240x240&efg=eyJybWQiOiJpZ19hbmRyb2lkX21vYmlsZV9uZXR3b3JrX3N0YWNrX2xpZ2VyX2NvbXBhdGlibGVfcXVpY19hbGxvd2xpc3RfMTpjb250cm9sIn0&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=PumBF4483boAX-C4qkH&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjg5MTI2NTMwNDAxMjY4NTg5Mw%3D%3D.2-ccb7-5&oh=00_AT-1h3jk6wr30ouLWYB8cEjKWsVlRllMbIvqKdfCmTDE1A&oe=6340D588&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,ocjackieo,Cgf1nm1FoJF
0,360,640,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/292188259_136133715479989_6768713610540045385_n.jpg?stp=dst-jpg_e15_p360x360&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=DJozHxCsSU8AX8bipGk&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjg3NzIzODk5MDQ4OTg5NDI2MA%3D%3D.2-ccb7-5&oh=00_AT-DTDI3snuMTWiwCTTh3fa--iJj6luZqS-GC3taiLhGkA&oe=6341E514&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,marisellabella,CfuAZ4aDb10
0,360,640,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/301679638_381554574138356_4782594617372686919_n.jpg?stp=dst-jpg_e15_p360x360&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=6CrFjJkVH1MAX8AYpS5&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkxNTU1ODk1ODE2NTk1OTk5NA%3D%3D.2-ccb7-5&oh=00_AT9LHhmdQK4gelbyndGnAz4XbxAPLALLVJp-Uvr0d2VMZw&oe=6340AD1B&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,messiboymom,Ch2JWzXMKU6
0,360,640,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/292783031_1074590259812962_6545555239227084177_n.jpg?stp=dst-jpg_e15_p360x360&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=Qv028-ZSqR4AX98-TLp&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjg4MDc1Njk4Mzk1ODMzODQwOQ%3D%3D.2-ccb7-5&oh=00_AT-gTPn_FjBR04Tqrie3RZ9kPWpmtA46tjpne_aI74fwQQ&oe=63423AD0&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,jamiesjoness,Cf6gTbJD_tp
0,240,426,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/300944853_122463130539662_1007135037654166639_n.jpg?stp=dst-jpg_e15_p240x240&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=bt1gZQcrDcIAX-e1HxD&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkxMjczMjk5NDAzNTY2NzY4MA%3D%3D.2-ccb7-5&oh=00_AT_j32pSTCsLxyyyHQsgHguq9npSB6Bi0uycuUfLyQKIIQ&oe=6341C406&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,edenolivia.com_,ChsGznLDlLg
0,240,426,https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/302151904_1315667612300359_6736795362013608017_n.jpg?stp=dst-jpg_e15_p240x240&_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=107&_nc_ohc=y9dA8Z6zpvIAX8eTEXC&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkxNTY4NjkwNTk4NTQ0NzY0NA%3D%3D.2-ccb7-5&oh=00_AT8YKmtnVfgWiBPM-9viq-2rCNv264GZyzbCPWubPcrpkw&oe=6340B82E&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,lyndseydickerson,Ch2mcsDhTbc
0,480,853,https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/306806419_805655203902991_6816772845680741771_n.jpg?stp=dst-jpg_e15_p480x480&_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=107&_nc_ohc=PkWB3zGz4pMAX9LgmJm&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkyODA1OTQxMzE5MjAwOTkwNw%3D%3D.2-ccb7-5&oh=00_AT9WfQbuJI1rW-Z0Q1yyQFT_3L7zMuHpaYs6Hey_0LNunw&oe=63425E8B&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Jack Archer,jack.archer,theregoesjonathan,CiijoXUjGiz
0,360,640,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/306954881_103688135794290_1028290284095092781_n.jpg?stp=dst-jpg_e15_p360x360&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=106&_nc_ohc=abhFSBm6Y8oAX8Lxk8S&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkyODAzMzY5NTY3NDUxNjQ1Mg%3D%3D.2-ccb7-5&oh=00_AT-kMuHZv8SL1EPDN_d52Qo-BKGYPKOfVPf2_WQvIznENg&oe=6340FC98&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Jack Archer,jack.archer,theregoesjonathan,CiidyIBDcPk
0,360,638,https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/306330236_1693473414360818_4449595824644977163_n.jpg?stp=dst-jpg_e15_p360x360&efg=eyJybWQiOiJpZ19hbmRyb2lkX21vYmlsZV9uZXR3b3JrX3N0YWNrX2xpZ2VyX2NvbXBhdGlibGVfcXVpY19hbGxvd2xpc3RfMTptbnNfZGVmYXVsdCJ9&_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=YXJ1BOnI-TAAX8f1PSC&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkyNDA1MDM4NDc4ODgxNzQ0Ng%3D%3D.2-ccb7-5&oh=00_AT9_oSb4Ub1uma14XkGR2Rosu3XalamM-1xKw7VLPBK_7Q&oe=63415C89&_nc_sid=30a2ef,2022-10-21 11:05:17.701718,Jack Archer,jack.archer,tylraustin,CiUUFUqroYm
