,display_url,video_url,product_type,taken_at,post_pk,has_audio,video_dash_manifest,code,comment_count,like_count,view_count,play_count,like_and_view_counts_disabled,media_type,video_duration,title,can_viewer_reshare,sponsor_tags,caption,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE,taken_day,_OS_SOURCE
0,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/309285398_197869516010944_7727906197859837922_n.jpg?stp=dst-jpg_e15_p360x360&efg=eyJybWQiOiJpZ19hbmRyb2lkX21vYmlsZV9uZXR3b3JrX3N0YWNrX2xpZ2VyX2NvbXBhdGlibGVfcXVpY19hbGxvd2xpc3RfMTpjb250cm9sIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=104&_nc_ohc=7m1EKaa2ScUAX8ogg5o&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkzODA2Njg0NjAzMTM4NDc5NQ%3D%3D.2-ccb7-5&oh=00_AT-gXeaHCMM4RxsOvb8XW1O9uibngiljV5uy_1rJGf0dlQ&oe=6340A4D5&_nc_sid=30a2ef,https://scontent-bos5-1.cdninstagram.com/v/t50.2886-16/310079304_126907003465248_3171276342621996836_n.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ19wcm9ncmVzc2l2ZV91cmxnZW4ucHJvZHVjdF90eXBlLmNsaXBzXCJdIiwicm1kIjoiaWdfYW5kcm9pZF9tb2JpbGVfbmV0d29ya19zdGFja19saWdlcl9jb21wYXRpYmxlX3F1aWNfYWxsb3dsaXN0XzE6Y29udHJvbCJ9&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=100&_nc_ohc=--et3mgw3RsAX_QMyqx&edm=ALQROFkBAAAA&ccb=7-5&oe=633D020C&oh=00_AT-ONZFm6BF3CyABh8qLLQ9KTK-XLoXGWT5b9fAGGhGGJg&_nc_sid=30a2ef,clips,2022-09-29 11:22:44,2.9380668460313846e+18,True,,CjGHDrcDZDb,55,2627,11858,12339,False,2.0,10.612,,True,,So excited to build forts + have sleepovers with the twins! @kozycouch 💕,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,chelseaericasmith,CjGHDrcDZDb,2022-09-29,Archive
0,https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/301766451_453933199980108_2292531672863263262_n.jpg?stp=dst-jpg_e15_p360x360&_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=100&_nc_ohc=SXvt8K4Io0kAX8sM_lW&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkxNDg4NDE5MTg1MjA0MTUzMQ%3D%3D.2-ccb7-5&oh=00_AT8g_DyLLOyuY5ENj9wawU3po5ySB22-anuflpkCI_dWAA&oe=6341024D&_nc_sid=30a2ef,https://scontent-den4-1.cdninstagram.com/v/t50.2886-16/302185820_814383466428856_5447526414933672602_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcy5iYXNlbGluZSJ9&_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=104&_nc_ohc=tORFpGk6S8gAX9ymVBM&edm=ALQROFkBAAAA&vs=5413258518753609_3048472286&_nc_vs=HBksFQAYJEdGejlBaEs0T1RwdHJlUUNBSnJDcllKcGdKbExicV9FQUFBRhUAAsgBABUAGCRHRnAyOWhFak51enJqbXNBQUV5WVl3RjNsZjFYYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmhreAn73ygEEVAigCQzMsF0AX3S8an753GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BBwA%3D&_nc_rid=a3ab6bb1e2&ccb=7-5&oe=633C760A&oh=00_AT9iuvo7UoIJpaszxYmPo9W9Q8-oxkdSEPVSpC8C8vZyeA&_nc_sid=30a2ef,clips,2022-08-28 11:42:05,2.9148841918520417e+18,True,"<MPD xmlns=""urn:mpeg:dash:schema:mpd:2011"" minBufferTime=""PT1.500S"" type=""static"" mediaPresentationDuration=""PT0H0M5.967S"" maxSegmentDuration=""PT0H0M2.000S"" profiles=""urn:mpeg:dash:profile:isoff-on-demand:2011,http://dashif.org/guidelines/dash264"">
 <Period duration=""PT0H0M5.967S"">
  <AdaptationSet segmentAlignment=""true"" maxWidth=""720"" maxHeight=""1280"" maxFrameRate=""30"" par=""480:854"" lang=""und"" subsegmentAlignment=""true"" subsegmentStartsWithSAP=""1"">
   <Representation id=""5413258518753609vd"" mimeType=""video/mp4"" codecs=""avc1.4D401E"" width=""720"" height=""1280"" frameRate=""30"" sar=""1:1"" startWithSAP=""1"" bandwidth=""3118011"" FBQualityClass=""hd"" FBQualityLabel=""720w"" FBPlaybackResolutionMos=""0:100.00,720:55.67"">
    <BaseURL urlExpiration=""1664906762"">https://scontent-den4-1.cdninstagram.com/v/t50.2886-16/302185820_814383466428856_5447526414933672602_n.mp4?_nc_ht=scontent-den4-1.cdninstagram.com&amp;_nc_cat=104&amp;_nc_ohc=tORFpGk6S8gAX9ymVBM&amp;edm=ALQROFkBAAAA&amp;ccb=7-5&amp;oh=00_AT_kEAj84RVLcqXUwcDaFI31nZXE8eL5ruq7-Tjr4HmVBw&amp;oe=633C760A&amp;_nc_sid=30a2ef</BaseURL>
    <SegmentBase indexRangeExact=""true"" indexRange=""840-907"" FBFirstSegmentRange=""908-663241"" FBSecondSegmentRange=""663242-1527895"" FBPrefetchSegmentRange=""908-1527895"">
      <Initialization range=""0-839""/>
    </SegmentBase>
   </Representation>
  <Representation id=""1158969401321331v"" mimeType=""video/mp4"" codecs=""avc1.42C01E"" width=""480"" height=""854"" frameRate=""30"" sar=""1:1"" startWithSAP=""1"" bandwidth=""1594793"" FBQualityClass=""sd"" FBQualityLabel=""480w"" FBPlaybackResolutionMos=""0:100.00,720:18.53"">
    <BaseURL urlExpiration=""1664911873"">https://scontent-den4-1.cdninstagram.com/v/t50.2886-16/301920939_591424619389481_2970524744857712861_n.mp4?_nc_ht=scontent-den4-1.cdninstagram.com&amp;_nc_cat=105&amp;_nc_ohc=KrclwAYFo-4AX9WV3w8&amp;edm=ALQROFkBAAAA&amp;ccb=7-5&amp;oh=00_AT-N8QgxfuJv2zcdc-K074M24jzxxYupmQHO05pttYINRg&amp;oe=633C8A01&amp;_nc_sid=30a2ef</BaseURL>
    <SegmentBase indexRangeExact=""true"" indexRange=""839-906"" FBFirstSegmentRange=""907-412365"" FBSecondSegmentRange=""412366-815394"" FBPrefetchSegmentRange=""907-815394"">
      <Initialization range=""0-838""/>
    </SegmentBase>
   </Representation>
  </AdaptationSet>
 <AdaptationSet segmentAlignment=""true"" lang=""und"" subsegmentAlignment=""true"" subsegmentStartsWithSAP=""1"">
   <Representation id=""483263623245760ad"" mimeType=""audio/mp4"" codecs=""mp4a.40.5"" audioSamplingRate=""44100"" startWithSAP=""1"" bandwidth=""99988"">
    <AudioChannelConfiguration schemeIdUri=""urn:mpeg:dash:23003:3:audio_channel_configuration:2011"" value=""2""/>
    <BaseURL urlExpiration=""1664946347"">https://scontent-den4-1.cdninstagram.com/v/t50.2886-16/301364826_118261587654179_6340388188764477516_n.mp4?_nc_ht=scontent-den4-1.cdninstagram.com&amp;_nc_cat=111&amp;_nc_ohc=PbBty-0sFgYAX8VX9SH&amp;edm=ALQROFkBAAAA&amp;ccb=7-5&amp;oh=00_AT9uu4XLgV24beRPSQyPLOgbHgE7kMFXbXEl4RN6Flmx5g&amp;oe=633D10AB&amp;_nc_sid=30a2ef</BaseURL>
    <SegmentBase indexRangeExact=""true"" indexRange=""783-850"" FBFirstSegmentRange=""851-24438"" FBSecondSegmentRange=""24439-48101"" FBPrefetchSegmentRange=""851-48101"">
      <Initialization range=""0-782""/>
    </SegmentBase>
   </Representation>
  </AdaptationSet>
 </Period>
</MPD>",Chzv7qQvhU7,8,454,6386,17867,False,2.0,5.967,,True,,@kozycouch 🫶🏽,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,kasey.moore_,Chzv7qQvhU7,2022-08-28,Archive
0,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/293193001_2341275206031572_4847493823107053332_n.jpg?stp=dst-jpg_e15_p480x480&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=108&_nc_ohc=0jpuIoZ8LfMAX84xJSk&edm=APGXKFABAAAA&ccb=7-5&ig_cache_key=Mjg4MDg1OTQ2Njg0Mzk1NzI3Ng%3D%3D.2-ccb7-5&oh=00_AT_491t7-TRWuIaX4HHCFUUI8nHqaQxCfSJBes_r5iUWiw&oe=6328AA99&_nc_sid=f0cd3e,https://scontent-bos5-1.cdninstagram.com/v/t50.2886-16/293605859_511446747420370_6161763922335233378_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEwODAuY2xpcHMuaGlnaCJ9&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=ofIx4ZSAXo4AX9J9ZfR&edm=APGXKFABAAAA&vs=543944660753825_1549113952&_nc_vs=HBksFQAYJEdPTVJnQkhTbHJONUtORUJBR0wxbXhTa180SlZicV9FQUFBRhUAAsgBABUAGCRHTlY5MndsX3ZsYnlLMWtCQUJrbFNoZEY5QmgzYnBSMUFBQUYVAgLIAQAoABgAGwAVAAAm6JzWosS9vUAVAigCQzMsF0AxRBiTdLxqGBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&_nc_rid=236df572bb&ccb=7-5&oe=632325BE&oh=00_AT_wk2e3k_dpilJNcaR0TLJpdTdR8uc1RsvxmkqMnqQ4cA&_nc_sid=f0cd3e,clips,2022-07-12 13:16:25,2.880859466843957e+18,True,"<MPD xmlns=""urn:mpeg:dash:schema:mpd:2011"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""urn:mpeg:dash:schema:mpd:2011 DASH-MPD.xsd"" profiles=""urn:mpeg:dash:profile:isoff-on-demand:2011"" minBufferTime=""PT2S"" type=""static"" mediaPresentationDuration=""PT17.299999237060547S"">
  <Period id=""0"" duration=""PT17.299999237060547S"">
    <AdaptationSet id=""0"" contentType=""video"" width=""720"" height=""1280"" frameRate=""15360/512"" subsegmentAlignment=""true"" par=""9:16"">
      <Representation id=""437377948273012vd"" bandwidth=""504849"" codecs=""av01.0.09M.08.0.111"" mimeType=""video/mp4"" sar=""1:1"" width=""720"" height=""1280"" FBQualityClass=""hd"" FBQualityLabel=""720w"" FBPlaybackResolutionMos=""0:100.00,360:93.09,480:91.08,720:86.00,1080:78.79"">
        <BaseURL urlExpiration=""1663227642"">https://scontent-bos5-1.cdninstagram.com/v/t66.30100-16/46698146_1737946443272460_6723925538251834754_n.mp4?_nc_ht=scontent-bos5-1.cdninstagram.com&amp;_nc_cat=100&amp;_nc_ohc=n74kRPvr3eQAX_Qx-n_&amp;edm=APGXKFABAAAA&amp;ccb=7-5&amp;oh=00_AT_0HzcZO27iRaJ3rl58Ai1XtAftWKeo-7bce_qdC7YK0A&amp;oe=6322D6FA&amp;_nc_sid=f0cd3e</BaseURL>
        <SegmentBase indexRange=""796-875"" timescale=""15360"" FBFirstSegmentRange=""876-204867"" FBSecondSegmentRange=""204868-368881"" FBPrefetchSegmentRange=""876-368881"">
          <Initialization range=""0-795""/>
        </SegmentBase>
      </Representation>
    <Representation id=""984815375531493v"" bandwidth=""98046"" codecs=""av01.0.09M.08.0.111"" mimeType=""video/mp4"" sar=""1:1"" width=""678"" height=""1206"" FBQualityClass=""sd"" FBQualityLabel=""678w"" FBPlaybackResolutionMos=""0:100.00,360:75.03,480:70.26,720:63.91,1080:56.06"">
        <BaseURL urlExpiration=""1663257287"">https://scontent-bos5-1.cdninstagram.com/v/t66.30100-16/45587536_1209773992926634_2144329526504076749_n.mp4?_nc_ht=scontent-bos5-1.cdninstagram.com&amp;_nc_cat=110&amp;_nc_ohc=91FVQRxw184AX-D1z6L&amp;edm=APGXKFABAAAA&amp;ccb=7-5&amp;oh=00_AT8gwlBnyGaJHH2sp9l13njlmdgnmRDiDlVl_pyva0zO4w&amp;oe=63234AC7&amp;_nc_sid=f0cd3e</BaseURL>
        <SegmentBase indexRange=""796-875"" timescale=""15360"" FBFirstSegmentRange=""876-35053"" FBSecondSegmentRange=""35054-65276"" FBPrefetchSegmentRange=""876-65276"">
          <Initialization range=""0-795""/>
        </SegmentBase>
      </Representation>
    <Representation id=""1130039147859447v"" bandwidth=""192530"" codecs=""av01.0.09M.08.0.111"" mimeType=""video/mp4"" sar=""1:1"" width=""720"" height=""1280"" FBQualityClass=""hd"" FBQualityLabel=""720w"" FBPlaybackResolutionMos=""0:100.00,360:85.82,480:81.85,720:75.69,1080:68.51"">
        <BaseURL urlExpiration=""1663260226"">https://scontent-bos5-1.cdninstagram.com/v/t66.30100-16/40201464_440787687945968_3809667344313894269_n.mp4?_nc_ht=scontent-bos5-1.cdninstagram.com&amp;_nc_cat=108&amp;_nc_ohc=YZGJo6y2apgAX-mrrVz&amp;edm=APGXKFABAAAA&amp;ccb=7-5&amp;oh=00_AT_chefloY81Af8Bdj5JGn6bCszjgpT7N7SYz-mKBk2TYQ&amp;oe=63235642&amp;_nc_sid=f0cd3e</BaseURL>
        <SegmentBase indexRange=""796-875"" timescale=""15360"" FBFirstSegmentRange=""876-65836"" FBSecondSegmentRange=""65837-125141"" FBPrefetchSegmentRange=""876-125141"">
          <Initialization range=""0-795""/>
        </SegmentBase>
      </Representation>
    <Representation id=""727473288479776v"" bandwidth=""305904"" codecs=""av01.0.09M.08.0.111"" mimeType=""video/mp4"" sar=""1:1"" width=""720"" height=""1280"" FBQualityClass=""hd"" FBQualityLabel=""720w"" FBPlaybackResolutionMos=""0:100.00,360:90.43,480:87.58,720:81.78,1080:74.48"">
        <BaseURL urlExpiration=""1663235898"">https://scontent-bos5-1.cdninstagram.com/v/t66.30100-16/44652908_381602040629432_6571073655695878591_n.mp4?_nc_ht=scontent-bos5-1.cdninstagram.com&amp;_nc_cat=108&amp;_nc_ohc=noSJbDWOJl0AX9dMWVN&amp;edm=APGXKFABAAAA&amp;ccb=7-5&amp;oh=00_AT8Ym_eCu1temgyGlC2yAJtpe_BZ5UlQFa-nHsaIyZuWmQ&amp;oe=6322F73A&amp;_nc_sid=f0cd3e</BaseURL>
        <SegmentBase indexRange=""796-875"" timescale=""15360"" FBFirstSegmentRange=""876-107314"" FBSecondSegmentRange=""107315-202135"" FBPrefetchSegmentRange=""876-202135"">
          <Initialization range=""0-795""/>
        </SegmentBase>
      </Representation>
    </AdaptationSet>
  <AdaptationSet id=""0"" contentType=""audio"" subsegmentAlignment=""true"" bitstreamSwitching=""true"">
      <Representation id=""3197068070542758ad"" bandwidth=""48316"" codecs=""mp4a.40.42"" mimeType=""audio/mp4"" FBAvgBitrate=""47890"" audioSamplingRate=""44100"">
        <AudioChannelConfiguration schemeIdUri=""urn:mpeg:dash:23003:3:audio_channel_configuration:2011"" value=""2""/>
        <BaseURL urlExpiration=""1663226852"">https://scontent-bos5-1.cdninstagram.com/v/t66.30100-16/45518110_416030090457592_3635979720151443195_n.mp4?_nc_ht=scontent-bos5-1.cdninstagram.com&amp;_nc_cat=104&amp;_nc_ohc=mUXRz7TQzqsAX8DDcuI&amp;edm=APGXKFABAAAA&amp;ccb=7-5&amp;oh=00_AT9kygMlEygJoW1J3l-q8havJP8Xh-pVxMHL7iPJgNZQ3Q&amp;oe=6322D3E4&amp;_nc_sid=f0cd3e</BaseURL>
        <SegmentBase indexRange=""841-920"" timescale=""44100"" FBFirstSegmentRange=""921-29371"" FBSecondSegmentRange=""29372-57954"" FBPrefetchSegmentRange=""921-57954"">
          <Initialization range=""0-840""/>
        </SegmentBase>
      </Representation>
    </AdaptationSet>
  </Period>
</MPD>",Cf63mvxDigc,48,2566,41564,82384,False,2.0,17.323,,True,,"A sofa I can do whatever I please because it’s mine 💕
I wanted to share Milan’s new @kozycouch #ad 
The cover is machine washable, and Milan can create fun and creative ways to relax and play. I am definitely using this to create the perfect reading nook that will be perfect for the start of kindergarten 💗",2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,lovemilanmarie,Cf63mvxDigc,2022-07-12,Archive
0,https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/284776786_604591147252312_8467531030009322513_n.jpg?stp=dst-jpg_e35&efg=eyJybWQiOiJpZ19hbmRyb2lkX21vYmlsZV9uZXR3b3JrX3N0YWNrX25vX3JldHJ5X3F1aWNfZGlzYWJsZWRfcXBsXzE6bW5zX25vX3JldHJ5In0&_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=104&_nc_ohc=7JlI40ZwL80AX9JeSKS&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjg1MDM1OTUwOTE1NzkwMTM4OA%3D%3D.2-ccb7-5&oh=00_AT8ZKpn44_WTqjtkLPa5Nclxrru6pXg0SRijAAveyswquQ&oe=63419BB9&_nc_sid=30a2ef,,carousel_container,2022-05-31 11:02:34,2.850359514274776e+18,,,CeOguBagMMl,10,763,,,False,8.0,,,True,,"#sponsored. @kozycouch sent Adalyn one of their kid couches and all I can say is Adalyn absolutely loves it.  She wants to make a “house” aka a fort out of hers. Do you have sleeping kids on your floors and furniture?Jumping kids and fort builders? They have you covered. It’s super easy to fold and store and it fits in smaller spaces as well. You can grab mutilple ones to create an even bigger couch.  Check them out!  You won’t be disappointed

#playcouch #kidscouture #smileyfaces #kidsclimbing #microinfluencer #toddlerplaytime #wildandfreekids #motherhoodthroughinstagram #childhoodeveryday #watchthemgrow #nothingisordinary_ #littlethingsinlife #momapproved #kidapproved #playtimeallthetime",2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,Adalynandmommy,CeOguBagMMl,2022-05-31,Archive
0,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/293991641_635772501224366_8151784052060969448_n.jpg?stp=dst-jpg_e15_p360x360&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=102&_nc_ohc=3xXR-8dm31QAX_a7vCZ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjg4MjUyNzQ4ODE4Mzk0NjgxNg%3D%3D.2-ccb7-5&oh=00_AT9f1ZUMnZ7k3sOfaRZHz7R54-E70hmOmFw_lTPWi6jvww&oe=63424241&_nc_sid=30a2ef,https://scontent-ord5-1.cdninstagram.com/v/t50.2886-16/293857510_141034061603086_6075065092333778066_n.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ19wcm9ncmVzc2l2ZV91cmxnZW4ucHJvZHVjdF90eXBlLmNsaXBzXCJdIn0&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=1-7Dvs9Xk0gAX8JSuHo&edm=ALQROFkBAAAA&ccb=7-5&oe=633CE0A1&oh=00_AT-sFDWNbMFFhFNv4nP7n2vMwhhwHPelYyOWV4ZSiUOsSQ&_nc_sid=30a2ef,clips,2022-07-14 20:15:38,2.882527488183947e+18,True,,CgAy3psgM5A,3,404,5674,9599,False,2.0,6.084,,True,,Finally I’m a cool mom with a @kozycouch ! Link in my bio to get one for your family!! #gifted #kozycouch,2022-10-21 11:05:17.701718,Kozy Couch,kozycouch,themhoffers,CgAy3psgM5A,2022-07-14,Archive
