,code,weight,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
1,500-1000,0.2307,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,happilyheatherj,1662645754
2,1000-1500,0.1342,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,happilyheatherj,1662645754
3,1500-,0.4388,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,happilyheatherj,1662645754
4,-500,0.1962,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,happilyheatherj,1662974781
5,500-1000,0.2308,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,happilyheatherj,1662974781
6,1000-1500,0.1345,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,happilyheatherj,1662974781
7,1500-,0.4385,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,happilyheatherj,1662974781
8,-500,0.1964,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,happilyheatherj,1664431617
9,500-1000,0.2314,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,happilyheatherj,1664431617
10,1000-1500,0.1338,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,happilyheatherj,1664431617
11,1500-,0.4384,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,happilyheatherj,1664431617
12,-500,0.355712,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,the_vintage_bombshell,1662645610
13,500-1000,0.234981,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,the_vintage_bombshell,1662645610
14,1000-1500,0.137284,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,the_vintage_bombshell,1662645610
15,1500-,0.272022,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,the_vintage_bombshell,1662645610
16,-500,0.355828,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,the_vintage_bombshell,1662975339
17,500-1000,0.234865,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,the_vintage_bombshell,1662975339
18,1000-1500,0.137169,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,the_vintage_bombshell,1662975339
19,1500-,0.272138,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,the_vintage_bombshell,1662975339
20,-500,0.355828,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,the_vintage_bombshell,1664431640
21,500-1000,0.235212,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,the_vintage_bombshell,1664431640
22,1000-1500,0.136706,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,the_vintage_bombshell,1664431640
23,1500-,0.272254,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,the_vintage_bombshell,1664431640
24,-500,0.348367,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
25,500-1000,0.2399,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
26,1000-1500,0.118152,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
27,1500-,0.293581,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
28,-500,0.348367,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
29,500-1000,0.240454,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
30,1000-1500,0.117875,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
31,1500-,0.293304,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
32,-500,0.348091,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
33,500-1000,0.24073,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
34,1000-1500,0.117875,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
35,1500-,0.293304,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
36,-500,0.541753,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
37,500-1000,0.258799,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
38,1000-1500,0.064872,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
39,1500-,0.134576,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
40,-500,0.541753,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
41,500-1000,0.259489,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
42,1000-1500,0.064872,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
43,1500-,0.133885,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
44,-500,0.541753,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
45,500-1000,0.258799,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
46,1000-1500,0.065562,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
47,1500-,0.133885,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
48,-500,0.396468,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
49,500-1000,0.234427,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
50,1000-1500,0.114885,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
51,1500-,0.254221,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
52,-500,0.396468,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
53,500-1000,0.233844,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
54,1000-1500,0.115661,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
55,1500-,0.254027,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
56,-500,0.396468,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
57,500-1000,0.234038,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
58,1000-1500,0.115273,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
59,1500-,0.254221,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
60,-500,0.361553,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1662974830
61,500-1000,0.238467,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1662974830
62,1000-1500,0.110978,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1662974830
63,1500-,0.289002,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1662974830
64,-500,0.361453,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1664431613
65,500-1000,0.238767,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1664431613
66,1000-1500,0.110677,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1664431613
67,1500-,0.289102,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1664431613
