,tag,distance,freq,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
0,kimpton,0.037465,7.869019,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
1,kimptonhotels,0.223299,7.851272,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
2,hotelindigo,0.456919,7.805067,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
3,thestandardhotel,0.460134,7.88156,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
4,moxyhotels,0.462175,7.660585,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
5,loewshotel,0.47202,6.458338,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
6,faenamiamibeach,0.478164,7.930206,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
7,hotelbar,0.492076,8.774777,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
8,yotel,0.499727,6.728629,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
9,dogfriendlyhotel,0.500795,8.215547,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
10,loews,0.501813,6.787845,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
11,bonvoy,0.510226,7.490529,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
12,londonhotel,0.511499,7.771067,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
13,achotel,0.512477,6.761573,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
14,1hotel,0.512746,7.406103,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
15,viceroy,0.512877,8.188967,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
16,thompsonhotel,0.518656,7.307873,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
17,theritzcarlton,0.519356,8.465689,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
18,acehotel,0.520142,8.640649,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
19,extendedstay,0.525658,6.440947,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
20,editionhotel,0.527021,7.477038,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
21,boutiquehotels,0.530554,9.276783,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
22,roomservice,0.531137,9.698368,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
23,hiltonhotels,0.532052,8.302266,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
24,editionhotels,0.532517,7.025538,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
25,doubletree,0.538858,8.090402,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
26,epichotel,0.53948,6.624065,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
27,thewhotel,0.541494,6.971669,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
28,hilton,0.542303,11.10288,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
29,champagnecampaign,0.542797,8.68643,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
0,kimpton,0.037465,7.869019,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
1,kimptonhotels,0.223299,7.851272,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
2,hotelindigo,0.456919,7.805067,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
3,thestandardhotel,0.460134,7.88156,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
4,moxyhotels,0.462175,7.660585,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
5,loewshotel,0.47202,6.458338,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
6,faenamiamibeach,0.478164,7.930206,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
7,hotelbar,0.492076,8.774777,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
8,yotel,0.499727,6.728629,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
9,dogfriendlyhotel,0.500795,8.215547,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
10,loews,0.501813,6.787845,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
11,bonvoy,0.510226,7.490529,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
12,londonhotel,0.511499,7.771067,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
13,achotel,0.512477,6.761573,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
14,1hotel,0.512746,7.406103,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
15,viceroy,0.512877,8.188967,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
16,thompsonhotel,0.518656,7.307873,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
17,theritzcarlton,0.519356,8.465689,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
18,acehotel,0.520142,8.640649,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
19,extendedstay,0.525658,6.440947,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
20,editionhotel,0.527021,7.477038,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
21,boutiquehotels,0.530554,9.276783,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
22,roomservice,0.531137,9.698368,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
23,hiltonhotels,0.532052,8.302266,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
24,editionhotels,0.532517,7.025538,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
25,doubletree,0.538858,8.090402,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
26,epichotel,0.53948,6.624065,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
27,thewhotel,0.541494,6.971669,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
28,hilton,0.542303,11.10288,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
29,champagnecampaign,0.542797,8.68643,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
0,kimpton,0.037465,7.869019,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
1,kimptonhotels,0.223299,7.851272,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
2,hotelindigo,0.456919,7.805067,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
3,thestandardhotel,0.460134,7.88156,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
4,moxyhotels,0.462175,7.660585,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
5,loewshotel,0.47202,6.458338,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
6,faenamiamibeach,0.478164,7.930206,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
7,hotelbar,0.492076,8.774777,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
8,yotel,0.499727,6.728629,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
9,dogfriendlyhotel,0.500795,8.215547,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
10,loews,0.501813,6.787845,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
11,bonvoy,0.510226,7.490529,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
12,londonhotel,0.511499,7.771067,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
13,achotel,0.512477,6.761573,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
14,1hotel,0.512746,7.406103,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
15,viceroy,0.512877,8.188967,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
16,thompsonhotel,0.518656,7.307873,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
17,theritzcarlton,0.519356,8.465689,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
18,acehotel,0.520142,8.640649,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
19,extendedstay,0.525658,6.440947,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
20,editionhotel,0.527021,7.477038,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
21,boutiquehotels,0.530554,9.276783,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
22,roomservice,0.531137,9.698368,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
23,hiltonhotels,0.532052,8.302266,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
24,editionhotels,0.532517,7.025538,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
25,doubletree,0.538858,8.090402,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
26,epichotel,0.53948,6.624065,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
27,thewhotel,0.541494,6.971669,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
28,hilton,0.542303,11.10288,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
29,champagnecampaign,0.542797,8.68643,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
0,thepowerofyou,0.421403,6.556778,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
1,spyvsspy,0.466898,7.086738,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
2,endals,0.495879,6.672033,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
3,reallifesuperhero,0.532985,6.776507,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
4,echodot,0.535846,8.346405,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
5,omgrobots,0.537068,7.262629,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
6,thereisnosubstitute,0.538783,7.4793,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
7,strikeoutals,0.540875,6.834109,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
8,alsawareness,0.542709,7.16858,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
9,whatsyoursuperpower,0.543366,7.613325,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
10,womeninautomotive,0.545181,6.340359,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
11,robotvacuum,0.547274,7.610853,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
0,thepowerofyou,0.421403,6.556778,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
1,spyvsspy,0.466898,7.086738,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
2,endals,0.495879,6.672033,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
3,reallifesuperhero,0.532985,6.776507,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
4,echodot,0.535846,8.346405,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
5,omgrobots,0.537068,7.262629,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
6,thereisnosubstitute,0.538783,7.4793,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
7,strikeoutals,0.540875,6.834109,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
8,alsawareness,0.542709,7.16858,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
9,whatsyoursuperpower,0.543366,7.613325,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
10,womeninautomotive,0.545181,6.340359,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
11,robotvacuum,0.547274,7.610853,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
0,thepowerofyou,0.421403,6.556778,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
1,spyvsspy,0.466898,7.086738,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
2,endals,0.495879,6.672033,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
3,reallifesuperhero,0.532985,6.776507,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
4,echodot,0.535846,8.346405,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
5,omgrobots,0.537068,7.262629,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
6,thereisnosubstitute,0.538783,7.4793,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
7,strikeoutals,0.540875,6.834109,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
8,alsawareness,0.542709,7.16858,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
9,whatsyoursuperpower,0.543366,7.613325,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
10,womeninautomotive,0.545181,6.340359,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
11,robotvacuum,0.547274,7.610853,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
0,curlykids,0.33695,8.546169,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
1,naturalkids,0.348879,8.418698,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
2,kidhairstyles,0.352623,7.72312,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
3,kidshair,0.365004,9.140776,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
4,kidshairstyles,0.366215,10.109932,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
5,naturalhairkids,0.388691,8.08764,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
6,mixedkids,0.39907,9.487214,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
7,kidmodel,0.41725,10.282985,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
8,curlykidshaircare,0.424815,6.72263,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
9,kidstyle,0.427013,10.643423,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
10,kidfashion,0.427581,9.745019,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
11,kidstyles,0.436995,9.15377,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
12,kidmodels,0.438518,9.520029,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
13,cutekids,0.442244,11.021576,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
14,cutekid,0.446466,9.509259,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
15,kidswag,0.449799,7.415777,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
16,schoolready,0.451111,7.728416,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
17,kidbraidstyles,0.451324,7.26403,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
18,kidsstyle,0.451981,10.924246,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
19,kidsofinstagram,0.453088,11.433861,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
20,thosecurls,0.455819,7.089243,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
21,curlyhairkids,0.456285,7.32251,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
22,frobabies,0.458181,9.317759,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
23,kidsfashion,0.458701,12.20819,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
24,toddlerhairstyles,0.461466,8.784468,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
25,dopekids,0.462608,7.903966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
26,coolkid,0.463482,10.195896,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
27,nyckids,0.474587,7.982075,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
28,koolkids,0.474848,7.577122,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
29,kidshairstyle,0.475988,7.041412,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
0,curlykids,0.33695,8.546169,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
1,naturalkids,0.348879,8.418698,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
2,kidhairstyles,0.352623,7.72312,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
3,kidshair,0.365004,9.140776,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
4,kidshairstyles,0.366215,10.109932,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
5,naturalhairkids,0.388691,8.08764,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
6,mixedkids,0.39907,9.487214,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
7,kidmodel,0.41725,10.282985,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
8,curlykidshaircare,0.424815,6.72263,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
9,kidstyle,0.427013,10.643423,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
10,kidfashion,0.427581,9.745019,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
11,kidstyles,0.436995,9.15377,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
12,kidmodels,0.438518,9.520029,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
13,cutekids,0.442244,11.021576,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
14,cutekid,0.446466,9.509259,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
15,kidswag,0.449799,7.415777,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
16,schoolready,0.451111,7.728416,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
17,kidbraidstyles,0.451324,7.26403,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
18,kidsstyle,0.451981,10.924246,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
19,kidsofinstagram,0.453088,11.433861,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
20,thosecurls,0.455819,7.089243,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
21,curlyhairkids,0.456285,7.32251,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
22,frobabies,0.458181,9.317759,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
23,kidsfashion,0.458701,12.20819,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
24,toddlerhairstyles,0.461466,8.784468,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
25,dopekids,0.462608,7.903966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
26,coolkid,0.463482,10.195896,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
27,nyckids,0.474587,7.982075,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
28,koolkids,0.474848,7.577122,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
29,kidshairstyle,0.475988,7.041412,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
0,curlykids,0.33695,8.546169,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
1,naturalkids,0.348879,8.418698,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
2,kidhairstyles,0.352623,7.72312,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
3,kidshair,0.365004,9.140776,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
4,kidshairstyles,0.366215,10.109932,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
5,naturalhairkids,0.388691,8.08764,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
6,mixedkids,0.39907,9.487214,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
7,kidmodel,0.41725,10.282985,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
8,curlykidshaircare,0.424815,6.72263,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
9,kidstyle,0.427013,10.643423,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
10,kidfashion,0.427581,9.745019,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
11,kidstyles,0.436995,9.15377,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
12,kidmodels,0.438518,9.520029,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
13,cutekids,0.442244,11.021576,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
14,cutekid,0.446466,9.509259,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
15,kidswag,0.449799,7.415777,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
16,schoolready,0.451111,7.728416,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
17,kidbraidstyles,0.451324,7.26403,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
18,kidsstyle,0.451981,10.924246,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
19,kidsofinstagram,0.453088,11.433861,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
20,thosecurls,0.455819,7.089243,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
21,curlyhairkids,0.456285,7.32251,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
22,frobabies,0.458181,9.317759,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
23,kidsfashion,0.458701,12.20819,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
24,toddlerhairstyles,0.461466,8.784468,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
25,dopekids,0.462608,7.903966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
26,coolkid,0.463482,10.195896,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
27,nyckids,0.474587,7.982075,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
28,koolkids,0.474848,7.577122,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
29,kidshairstyle,0.475988,7.041412,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
0,momofthreekids,0.266511,7.132498,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
1,momlifekeepingitreal,0.266726,8.07496,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
2,momlifeunfiltered,0.26842,9.026778,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
3,momlifebestlife,0.279328,8.986447,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
4,mommingainteasy,0.281783,8.178639,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
5,momlifeunplugged,0.291346,7.314553,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
6,momlifehacks,0.293846,8.248791,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
