,tag,distance,freq,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
29,antiquedecor,0.413304,9.13497,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,the_vintage_bombshell,1664431640
0,beautybloggerlife,0.344872,8.677099,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
1,beautycontentcreator,0.346618,7.96137,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
2,beautygrammer,0.352897,6.873164,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
3,beautyinfluencers,0.357441,9.262174,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
4,makeuplookoftheday,0.366031,9.755973,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
5,makeuploversunite,0.367607,8.327484,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
6,torontobeautyblogger,0.371949,6.958448,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
7,blackbeautyblogger,0.372607,7.850104,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
8,makeuplookideas,0.380497,8.298042,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
9,beautyblogs,0.381773,8.292549,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
10,beautycontent,0.392145,8.125335,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
11,beautyreels,0.39445,9.510889,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
12,indiemakeupbrands,0.396749,7.243513,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
13,beautyinspo,0.401726,8.967887,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
14,makeupforbrowneyes,0.403805,6.860664,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
15,over40makeup,0.404517,6.719013,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
16,browngirlmakeup,0.405363,8.169903,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
17,glowyskingoals,0.405659,7.293018,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
18,makeupinspirations,0.405873,8.938138,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
19,pinkmakeuplooks,0.406079,7.210818,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
20,beautycreator,0.407602,7.891331,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
21,beautycollab,0.408483,6.725034,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
22,holidaymakeuplook,0.408934,7.04316,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
23,closeupmakeup,0.409213,8.380915,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
24,paleskinmakeup,0.40926,6.361302,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
25,springmakeuptrends,0.412644,6.401917,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
26,dewyskinmakeup,0.414028,7.111512,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
27,funmakeuplooks,0.415376,6.70196,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
28,canadianmua,0.415548,6.774224,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
29,canadianmakeupartist,0.415672,6.917706,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662645417
0,beautybloggerlife,0.344872,8.677099,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
1,beautycontentcreator,0.346618,7.96137,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
2,beautygrammer,0.352897,6.873164,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
3,beautyinfluencers,0.357441,9.262174,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
4,makeuplookoftheday,0.366031,9.755973,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
5,makeuploversunite,0.367607,8.327484,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
6,torontobeautyblogger,0.371949,6.958448,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
7,blackbeautyblogger,0.372607,7.850104,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
8,makeuplookideas,0.380497,8.298042,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
9,beautyblogs,0.381773,8.292549,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
10,beautycontent,0.392145,8.125335,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
11,beautyreels,0.39445,9.510889,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
12,indiemakeupbrands,0.396749,7.243513,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
13,beautyinspo,0.401726,8.967887,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
14,makeupforbrowneyes,0.403805,6.860664,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
15,over40makeup,0.404517,6.719013,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
16,browngirlmakeup,0.405363,8.169903,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
17,glowyskingoals,0.405659,7.293018,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
18,makeupinspirations,0.405873,8.938138,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
19,pinkmakeuplooks,0.406079,7.210818,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
20,beautycreator,0.407602,7.891331,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
21,beautycollab,0.408483,6.725034,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
22,holidaymakeuplook,0.408934,7.04316,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
23,closeupmakeup,0.409213,8.380915,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
24,paleskinmakeup,0.40926,6.361302,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
25,springmakeuptrends,0.412644,6.401917,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
26,dewyskinmakeup,0.414028,7.111512,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
27,funmakeuplooks,0.415376,6.70196,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
28,canadianmua,0.415548,6.774224,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
29,canadianmakeupartist,0.415672,6.917706,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1662974875
0,beautybloggerlife,0.344872,8.677099,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
1,beautycontentcreator,0.346618,7.96137,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
2,beautygrammer,0.352897,6.873164,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
3,beautyinfluencers,0.357441,9.262174,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
4,makeuplookoftheday,0.366031,9.755973,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
5,makeuploversunite,0.367607,8.327484,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
6,torontobeautyblogger,0.371949,6.958448,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
7,blackbeautyblogger,0.372607,7.850104,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
8,makeuplookideas,0.380497,8.298042,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
9,beautyblogs,0.381773,8.292549,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
10,beautycontent,0.392145,8.125335,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
11,beautyreels,0.39445,9.510889,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
12,indiemakeupbrands,0.396749,7.243513,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
13,beautyinspo,0.401726,8.967887,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
14,makeupforbrowneyes,0.403805,6.860664,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
15,over40makeup,0.404517,6.719013,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
16,browngirlmakeup,0.405363,8.169903,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
17,glowyskingoals,0.405659,7.293018,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
18,makeupinspirations,0.405873,8.938138,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
19,pinkmakeuplooks,0.406079,7.210818,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
20,beautycreator,0.407602,7.891331,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
21,beautycollab,0.408483,6.725034,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
22,holidaymakeuplook,0.408934,7.04316,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
23,closeupmakeup,0.409213,8.380915,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
24,paleskinmakeup,0.40926,6.361302,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
25,springmakeuptrends,0.412644,6.401917,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
26,dewyskinmakeup,0.414028,7.111512,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
27,funmakeuplooks,0.415376,6.70196,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
28,canadianmua,0.415548,6.774224,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
29,canadianmakeupartist,0.415672,6.917706,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
0,expresspartner,0.222318,8.262817,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
1,expressyou,0.305245,8.663369,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
2,mydsw,0.332928,7.284821,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
3,influencehercollective,0.344077,6.977281,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
4,expresstogether,0.364482,6.79794,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
5,iamnyandco,0.366869,6.466145,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
6,itsbanana,0.404678,7.097549,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
7,macyslove,0.421267,6.878326,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
8,justfabpartner,0.424738,7.298445,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
9,campustrendsetters,0.425382,6.839476,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
10,expressu,0.428198,6.856462,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
11,fableticspartner,0.429184,8.287528,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
12,justfabstyle,0.429339,7.622175,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
13,expressfashion,0.432415,7.508787,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
14,microinfluencers,0.434559,9.555702,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
15,nycstyleblogger,0.437368,6.920672,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
16,rtrambassador,0.438555,6.858565,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
17,cardsdomore,0.438878,6.249975,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
18,careenough,0.439092,6.70196,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
19,influencerunder5k,0.439593,7.296413,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
20,macysstylecrew,0.440415,6.917706,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
21,connectingcreativecuties,0.444041,7.377134,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
22,microinfluencer,0.444167,10.911646,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
23,abercrombiestyle,0.446127,8.912743,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
24,kohlsfinds,0.449703,7.26892,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
25,lovelulus,0.451983,8.729235,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
26,expresslife,0.453807,7.822445,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
27,ltk,0.45465,9.085231,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
28,nanoinfluencer,0.454835,8.884195,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
29,thirdlovepartner,0.45637,8.233238,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
0,expresspartner,0.222318,8.262817,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
1,expressyou,0.305245,8.663369,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
2,mydsw,0.332928,7.284821,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
3,influencehercollective,0.344077,6.977281,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
4,expresstogether,0.364482,6.79794,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
5,iamnyandco,0.366869,6.466145,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
6,itsbanana,0.404678,7.097549,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
7,macyslove,0.421267,6.878326,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
8,justfabpartner,0.424738,7.298445,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
9,campustrendsetters,0.425382,6.839476,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
10,expressu,0.428198,6.856462,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
11,fableticspartner,0.429184,8.287528,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
12,justfabstyle,0.429339,7.622175,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
13,expressfashion,0.432415,7.508787,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
14,microinfluencers,0.434559,9.555702,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
15,nycstyleblogger,0.437368,6.920672,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
16,rtrambassador,0.438555,6.858565,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
17,cardsdomore,0.438878,6.249975,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
18,careenough,0.439092,6.70196,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
19,influencerunder5k,0.439593,7.296413,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
20,macysstylecrew,0.440415,6.917706,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
21,connectingcreativecuties,0.444041,7.377134,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
22,microinfluencer,0.444167,10.911646,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
23,abercrombiestyle,0.446127,8.912743,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
24,kohlsfinds,0.449703,7.26892,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
25,lovelulus,0.451983,8.729235,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
26,expresslife,0.453807,7.822445,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
27,ltk,0.45465,9.085231,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
28,nanoinfluencer,0.454835,8.884195,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
29,thirdlovepartner,0.45637,8.233238,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
0,expresspartner,0.222318,8.262817,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
1,expressyou,0.305245,8.663369,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
2,mydsw,0.332928,7.284821,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
3,influencehercollective,0.344077,6.977281,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
4,expresstogether,0.364482,6.79794,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
5,iamnyandco,0.366869,6.466145,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
6,itsbanana,0.404678,7.097549,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
7,macyslove,0.421267,6.878326,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
8,justfabpartner,0.424738,7.298445,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
9,campustrendsetters,0.425382,6.839476,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
10,expressu,0.428198,6.856462,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
11,fableticspartner,0.429184,8.287528,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
12,justfabstyle,0.429339,7.622175,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
13,expressfashion,0.432415,7.508787,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
14,microinfluencers,0.434559,9.555702,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
15,nycstyleblogger,0.437368,6.920672,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
16,rtrambassador,0.438555,6.858565,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
17,cardsdomore,0.438878,6.249975,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
18,careenough,0.439092,6.70196,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
19,influencerunder5k,0.439593,7.296413,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
20,macysstylecrew,0.440415,6.917706,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
21,connectingcreativecuties,0.444041,7.377134,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
22,microinfluencer,0.444167,10.911646,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
23,abercrombiestyle,0.446127,8.912743,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
24,kohlsfinds,0.449703,7.26892,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
25,lovelulus,0.451983,8.729235,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
26,expresslife,0.453807,7.822445,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
27,ltk,0.45465,9.085231,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
28,nanoinfluencer,0.454835,8.884195,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
29,thirdlovepartner,0.45637,8.233238,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
0,abbyandfinn,0.274341,6.345636,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
1,ambcollab,0.282912,7.512071,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
2,sponsored,0.305675,12.212437,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
3,pamperspartner,0.328076,6.431331,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
4,tubbytodd,0.347219,6.812345,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
5,sponsoredpost,0.361185,9.048997,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
6,hellobello,0.363788,6.958448,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
7,momfinds,0.365951,6.154858,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
8,lovevery,0.372246,7.716461,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
9,deltachildren,0.37293,7.103322,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
10,drinkorgain,0.374593,6.37332,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
11,sleepcozyearth,0.399755,6.912743,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
12,getcocozy,0.401833,6.688355,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
13,giftedproduct,0.404706,7.635304,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
14,momapproved,0.405956,8.173011,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
15,momsmeet,0.407838,6.53814,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
16,momhack,0.408323,9.116689,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
17,gathre,0.410482,6.672033,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
18,momhacks,0.412639,9.626745,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
19,loveverygift,0.415394,6.760415,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
20,costcofinds,0.419169,8.983314,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
21,truearthmovement,0.423149,6.77308,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
22,socialspotters,0.427175,6.50129,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
23,momwin,0.427693,9.087608,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
24,notsponsored,0.428103,10.463503,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
25,seventhgeneration,0.428752,6.848005,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
26,influencermom,0.430096,7.166266,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
27,liquidiv,0.430359,7.591357,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
28,revivesuperfoods,0.430424,7.889459,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
29,mominfluencer,0.430646,9.267854,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
0,abbyandfinn,0.274341,6.345636,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
1,ambcollab,0.282912,7.512071,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
2,sponsored,0.305675,12.212437,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
3,pamperspartner,0.328076,6.431331,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
4,tubbytodd,0.347219,6.812345,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
5,sponsoredpost,0.361185,9.048997,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
6,hellobello,0.363788,6.958448,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
7,momfinds,0.365951,6.154858,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
8,lovevery,0.372246,7.716461,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
9,deltachildren,0.37293,7.103322,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
10,drinkorgain,0.374593,6.37332,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
11,sleepcozyearth,0.399755,6.912743,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
12,getcocozy,0.401833,6.688355,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
13,giftedproduct,0.404706,7.635304,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
14,momapproved,0.405956,8.173011,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
15,momsmeet,0.407838,6.53814,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
16,momhack,0.408323,9.116689,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
17,gathre,0.410482,6.672033,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
18,momhacks,0.412639,9.626745,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
19,loveverygift,0.415394,6.760415,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
20,costcofinds,0.419169,8.983314,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
