,max,total,min,median,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
9,0.787663,245382,0.7748,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
10,0.7993,227840,0.787663,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
11,0.810119,212591,0.7993,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
12,0.820484,199335,0.810119,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
13,0.8306,187574,0.820484,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
14,0.840819,177209,0.8306,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
15,0.851429,167840,0.840819,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
16,0.862928,159468,0.851429,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
17,0.876183,151893,0.862928,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
18,0.894064,145016,0.876183,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
19,,138647,0.894064,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,josie_ely,1664431885
0,0.275883,797342,,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
1,0.466236,637874,0.275883,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
2,0.5916,531528,0.466236,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
3,0.6557,455581,0.5916,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
4,0.694533,398671,0.6557,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
5,0.721767,354418,0.694533,True,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
6,0.742865,318937,0.721767,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
7,0.7601,289933,0.742865,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
8,0.7748,265814,0.7601,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
9,0.787663,245382,0.7748,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
10,0.7993,227840,0.787663,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
11,0.810119,212591,0.7993,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
12,0.820484,199335,0.810119,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
13,0.8306,187574,0.820484,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
14,0.840819,177209,0.8306,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
15,0.851429,167840,0.840819,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
16,0.862928,159468,0.851429,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
17,0.876183,151893,0.862928,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
18,0.894064,145016,0.876183,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
19,,138647,0.894064,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662975145
0,0.2782,790066,,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
1,0.470091,632053,0.2782,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
2,0.594458,526678,0.470091,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
3,0.657989,451424,0.594458,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
4,0.696505,395033,0.657989,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
5,0.7236,351184,0.696505,True,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
6,0.7446,316026,0.7236,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
7,0.76177,287288,0.7446,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
8,0.7763,263388,0.76177,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
9,0.789106,243143,0.7763,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
10,0.8007,225761,0.789106,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
11,0.811491,210651,0.8007,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
12,0.821759,197516,0.811491,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
13,0.831879,185863,0.821759,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
14,0.842047,175592,0.831879,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
15,0.8526,166309,0.842047,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
16,0.864082,158013,0.8526,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
17,0.8773,150507,0.864082,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
18,0.895221,143693,0.8773,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
19,,137382,0.895221,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1662645528
0,0.275883,797342,,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
1,0.466236,637874,0.275883,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
2,0.5916,531528,0.466236,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
3,0.6557,455581,0.5916,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
4,0.694533,398671,0.6557,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
5,0.721767,354418,0.694533,True,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
6,0.742865,318937,0.721767,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
7,0.7601,289933,0.742865,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
8,0.7748,265814,0.7601,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
9,0.787663,245382,0.7748,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
10,0.7993,227840,0.787663,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
11,0.810119,212591,0.7993,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
12,0.820484,199335,0.810119,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
13,0.8306,187574,0.820484,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
14,0.840819,177209,0.8306,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
15,0.851429,167840,0.840819,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
16,0.862928,159468,0.851429,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
17,0.876183,151893,0.862928,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
18,0.894064,145016,0.876183,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
19,,138647,0.894064,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,sonabonds,1664431621
0,0.2782,790066,,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
1,0.470091,632053,0.2782,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
2,0.594458,526678,0.470091,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
3,0.657989,451424,0.594458,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
4,0.696505,395033,0.657989,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
5,0.7236,351184,0.696505,True,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
6,0.7446,316026,0.7236,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
7,0.76177,287288,0.7446,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
8,0.7763,263388,0.76177,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
9,0.789106,243143,0.7763,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
10,0.8007,225761,0.789106,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
11,0.811491,210651,0.8007,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
12,0.821759,197516,0.811491,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
13,0.831879,185863,0.821759,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
14,0.842047,175592,0.831879,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
15,0.8526,166309,0.842047,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
16,0.864082,158013,0.8526,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
17,0.8773,150507,0.864082,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
18,0.895221,143693,0.8773,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
19,,137382,0.895221,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662645345
0,0.275883,797342,,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
1,0.466236,637874,0.275883,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
2,0.5916,531528,0.466236,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
3,0.6557,455581,0.5916,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
4,0.694533,398671,0.6557,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
5,0.721767,354418,0.694533,True,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
6,0.742865,318937,0.721767,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
7,0.7601,289933,0.742865,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
8,0.7748,265814,0.7601,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
9,0.787663,245382,0.7748,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
10,0.7993,227840,0.787663,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
11,0.810119,212591,0.7993,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
12,0.820484,199335,0.810119,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
13,0.8306,187574,0.820484,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
14,0.840819,177209,0.8306,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
15,0.851429,167840,0.840819,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
16,0.862928,159468,0.851429,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
17,0.876183,151893,0.862928,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
18,0.894064,145016,0.876183,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
19,,138647,0.894064,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
0,0.275883,797342,,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
1,0.466236,637874,0.275883,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
2,0.5916,531528,0.466236,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
3,0.6557,455581,0.5916,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
4,0.694533,398671,0.6557,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
5,0.721767,354418,0.694533,True,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
6,0.742865,318937,0.721767,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
7,0.7601,289933,0.742865,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
8,0.7748,265814,0.7601,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
9,0.787663,245382,0.7748,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
10,0.7993,227840,0.787663,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
11,0.810119,212591,0.7993,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
12,0.820484,199335,0.810119,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
13,0.8306,187574,0.820484,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
14,0.840819,177209,0.8306,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
15,0.851429,167840,0.840819,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
16,0.862928,159468,0.851429,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
17,0.876183,151893,0.862928,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
18,0.894064,145016,0.876183,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
19,,138647,0.894064,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
0,0.3169,88242,,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
1,0.516029,70593,0.3169,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
2,0.6071,58824,0.516029,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
3,0.6576,50419,0.6071,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
4,0.6917,44121,0.6576,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
5,0.7168,39223,0.6917,True,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
6,0.7366,35296,0.7168,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
7,0.752959,32087,0.7366,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
8,0.7669,29417,0.752959,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
9,0.7791,27156,0.7669,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
10,0.7903,25215,0.7791,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
11,0.8006,23527,0.7903,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
12,0.81063,22060,0.8006,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
13,0.8206,20759,0.81063,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
14,0.8305,19611,0.8206,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
15,0.8411,18575,0.8305,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
16,0.8527,17648,0.8411,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
17,0.866142,16810,0.8527,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
18,0.884461,16049,0.866142,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
19,,15352,0.884461,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
0,0.2782,790066,,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
1,0.470091,632053,0.2782,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
2,0.594458,526678,0.470091,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
3,0.657989,451424,0.594458,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
4,0.696505,395033,0.657989,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
5,0.7236,351184,0.696505,True,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
6,0.7446,316026,0.7236,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
7,0.76177,287288,0.7446,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
8,0.7763,263388,0.76177,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
9,0.789106,243143,0.7763,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
10,0.8007,225761,0.789106,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
11,0.811491,210651,0.8007,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
12,0.821759,197516,0.811491,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
13,0.831879,185863,0.821759,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
14,0.842047,175592,0.831879,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
15,0.8526,166309,0.842047,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
16,0.864082,158013,0.8526,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
17,0.8773,150507,0.864082,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
18,0.895221,143693,0.8773,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
19,,137382,0.895221,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
0,0.3169,88242,,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
1,0.516029,70593,0.3169,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
2,0.6071,58824,0.516029,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
3,0.6576,50419,0.6071,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
4,0.6917,44121,0.6576,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
5,0.7168,39223,0.6917,True,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
6,0.7366,35296,0.7168,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
7,0.752959,32087,0.7366,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
8,0.7669,29417,0.752959,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
9,0.7791,27156,0.7669,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
10,0.7903,25215,0.7791,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
11,0.8006,23527,0.7903,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
12,0.81063,22060,0.8006,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
13,0.8206,20759,0.81063,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
14,0.8305,19611,0.8206,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
15,0.8411,18575,0.8305,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
16,0.8527,17648,0.8411,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
17,0.866142,16810,0.8527,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
18,0.884461,16049,0.866142,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
19,,15352,0.884461,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
0,0.3169,88242,,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
1,0.516029,70593,0.3169,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
2,0.6071,58824,0.516029,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
3,0.6576,50419,0.6071,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
4,0.6917,44121,0.6576,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
5,0.7168,39223,0.6917,True,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
6,0.7366,35296,0.7168,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
7,0.752959,32087,0.7366,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
8,0.7669,29417,0.752959,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
9,0.7791,27156,0.7669,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
10,0.7903,25215,0.7791,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
11,0.8006,23527,0.7903,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
12,0.81063,22060,0.8006,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
13,0.8206,20759,0.81063,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
14,0.8305,19611,0.8206,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
15,0.8411,18575,0.8305,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
16,0.8527,17648,0.8411,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
17,0.866142,16810,0.8527,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
18,0.884461,16049,0.866142,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
19,,15352,0.884461,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1664432219
0,0.3169,88242,,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
1,0.516029,70593,0.3169,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
2,0.6071,58824,0.516029,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
3,0.6576,50419,0.6071,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
4,0.6917,44121,0.6576,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
5,0.7168,39223,0.6917,True,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
6,0.7366,35296,0.7168,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
7,0.752959,32087,0.7366,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
8,0.7669,29417,0.752959,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
9,0.7791,27156,0.7669,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
10,0.7903,25215,0.7791,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
11,0.8006,23527,0.7903,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
12,0.81063,22060,0.8006,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
13,0.8206,20759,0.81063,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
14,0.8305,19611,0.8206,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
15,0.8411,18575,0.8305,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
16,0.8527,17648,0.8411,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
17,0.866142,16810,0.8527,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
18,0.884461,16049,0.866142,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
19,,15352,0.884461,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662974808
0,0.3193,86595,,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662645536
1,0.5171,69276,0.3193,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662645536
2,0.607777,57727,0.5171,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662645536
3,0.6583,49478,0.607777,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662645536
4,0.6923,43297,0.6583,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662645536
5,0.7174,38491,0.6923,True,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662645536
6,0.7372,34638,0.7174,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662645536
7,0.7535,31488,0.7372,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662645536
8,0.7674,28868,0.7535,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662645536
9,0.7797,26649,0.7674,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662645536
10,0.7907,24744,0.7797,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662645536
11,0.8012,23088,0.7907,,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,soundslikemyexx,1662645536
