,code,name,weight,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
61,asian,Asian,0.042909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Shawnteltheprototype,1664431999
62,hispanic,Hispanic,0.077466,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Shawnteltheprototype,1664431999
63,white,White / Caucasian,0.254386,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Shawnteltheprototype,1664431999
64,african_american,African American,0.030599,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1664431625
65,white,White / Caucasian,0.757334,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1664431625
66,asian,Asian,0.117298,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1664431625
67,hispanic,Hispanic,0.094769,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1664431625
68,white,White / Caucasian,0.757387,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1662646169
69,african_american,African American,0.030601,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1662646169
70,hispanic,Hispanic,0.094706,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1662646169
71,asian,Asian,0.117306,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1662646169
0,white,White / Caucasian,0.757466,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1662974858
1,asian,Asian,0.117318,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1662974858
2,african_american,African American,0.030605,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1662974858
3,hispanic,Hispanic,0.094611,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1662974858
0,african_american,African American,0.76758,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1662646335
1,white,White / Caucasian,0.139124,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1662646335
2,asian,Asian,0.057568,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1662646335
3,hispanic,Hispanic,0.035728,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1662646335
4,asian,Asian,0.057568,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1662975205
5,african_american,African American,0.76758,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1662975205
6,white,White / Caucasian,0.139124,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1662975205
7,hispanic,Hispanic,0.035728,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1662975205
8,asian,Asian,0.057568,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1664431698
9,african_american,African American,0.76758,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1664431698
10,white,White / Caucasian,0.139124,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1664431698
11,hispanic,Hispanic,0.035728,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1664431698
12,white,White / Caucasian,0.785784,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662645713
13,african_american,African American,0.052386,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662645713
14,hispanic,Hispanic,0.097803,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662645713
15,asian,Asian,0.064027,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662645713
16,asian,Asian,0.038285,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662974744
17,white,White / Caucasian,0.133999,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662974744
18,african_american,African American,0.004786,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662974744
19,hispanic,Hispanic,0.82293,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662974744
20,african_american,African American,0.004786,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1664431603
21,asian,Asian,0.038285,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1664431603
22,hispanic,Hispanic,0.82293,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1664431603
23,white,White / Caucasian,0.133999,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1664431603
24,african_american,African American,0.004799,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662645690
25,white,White / Caucasian,0.134359,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662645690
26,asian,Asian,0.038388,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662645690
27,hispanic,Hispanic,0.822454,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662645690
28,asian,Asian,0.068898,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
29,african_american,African American,0.022966,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
30,white,White / Caucasian,0.815288,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
31,hispanic,Hispanic,0.092848,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
32,african_american,African American,0.026635,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
33,white,White / Caucasian,0.812372,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
34,asian,Asian,0.071027,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
35,hispanic,Hispanic,0.089965,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
36,african_american,African American,0.022966,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
37,white,White / Caucasian,0.815288,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
38,asian,Asian,0.068898,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
39,hispanic,Hispanic,0.092848,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
40,african_american,African American,0.02989,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662645707
41,hispanic,Hispanic,0.057097,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662645707
42,white,White / Caucasian,0.817907,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662645707
43,asian,Asian,0.095105,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662645707
44,african_american,African American,0.029887,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1664431610
45,white,White / Caucasian,0.817808,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1664431610
46,asian,Asian,0.095094,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1664431610
47,hispanic,Hispanic,0.057212,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1664431610
0,asian,Asian,0.095093,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662975110
1,white,White / Caucasian,0.817802,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662975110
2,african_american,African American,0.029886,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662975110
3,hispanic,Hispanic,0.057218,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662975110
0,white,White / Caucasian,0.656086,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1664431509
1,hispanic,Hispanic,0.173273,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1664431509
2,asian,Asian,0.110328,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1664431509
3,african_american,African American,0.060313,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1664431509
4,white,White / Caucasian,0.656086,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1662645357
5,hispanic,Hispanic,0.173273,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1662645357
6,asian,Asian,0.110328,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1662645357
7,african_american,African American,0.060313,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1662645357
8,asian,Asian,0.110328,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1662974848
9,african_american,African American,0.060313,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1662974848
10,white,White / Caucasian,0.656086,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1662974848
11,hispanic,Hispanic,0.173273,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1662974848
12,white,White / Caucasian,0.719708,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,berzinsky,1662645504
13,hispanic,Hispanic,0.10906,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,berzinsky,1662645504
14,asian,Asian,0.101669,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,berzinsky,1662645504
15,african_american,African American,0.069563,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,berzinsky,1662645504
16,white,White / Caucasian,0.719491,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,berzinsky,1662974731
17,asian,Asian,0.101638,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,berzinsky,1662974731
18,african_american,African American,0.069542,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,berzinsky,1662974731
19,hispanic,Hispanic,0.109328,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,berzinsky,1662974731
20,african_american,African American,0.069553,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,berzinsky,1664431893
21,white,White / Caucasian,0.719606,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,berzinsky,1664431893
22,asian,Asian,0.101654,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,berzinsky,1664431893
23,hispanic,Hispanic,0.109186,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,berzinsky,1664431893
24,african_american,African American,0.080127,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,theregoesjonathan,1664431507
25,asian,Asian,0.32051,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,theregoesjonathan,1664431507
26,hispanic,Hispanic,0.078534,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,theregoesjonathan,1664431507
27,white,White / Caucasian,0.520829,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,theregoesjonathan,1664431507
28,white,White / Caucasian,0.520829,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,theregoesjonathan,1662645374
29,hispanic,Hispanic,0.078534,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,theregoesjonathan,1662645374
30,asian,Asian,0.32051,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,theregoesjonathan,1662645374
31,african_american,African American,0.080127,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,theregoesjonathan,1662645374
