,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE,notable_users_ratio,audience_credibility,credibility_class
18,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,callaqhill,1662975113,0.521287,0.815513,low
19,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,callaqhill,1662646047,0.521287,0.815513,low
20,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,callaqhill,1664431544,0.521287,0.815405,low
21,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,mskaimichelle,1662645971,0.566844,0.806529,low
22,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,mskaimichelle,1664431709,0.566844,0.806529,low
23,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,mskaimichelle,1662975258,0.566844,0.806529,low
24,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,vivid_dunya,1662645755,0.332621,0.752673,bad
25,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,vivid_dunya,1662975194,0.332621,0.752435,bad
26,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,vivid_dunya,1664431461,0.332621,0.752435,bad
27,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,bpeppersart,1664431850,0.2774,0.7857,bad
28,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,bpeppersart,1662645757,0.2775,0.7823,bad
29,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,bpeppersart,1662975326,0.2803,0.7842,bad
30,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,tukidailyshow,1664432117,0.0083,0.1,bad
31,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,tukidailyshow,1662975310,0.0095,0.1081,bad
32,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,tukidailyshow,1662645472,0.0096,0.1047,bad
33,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,soogabooga,1662975173,0.2966,0.7755,bad
34,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,soogabooga,1662645522,0.2996,0.7754,bad
35,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,soogabooga,1664431703,0.2982,0.7779,bad
36,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,iice.amber,1664431536,0.4328,0.8024,low
37,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,iice.amber,1662975347,0.4327,0.8017,low
38,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,iice.amber,1662646244,0.4295,0.8019,low
39,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,theankitaagrawal,1662975261,0.1361,0.3516,bad
40,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,theankitaagrawal,1662645764,0.1385,0.3472,bad
0,2022-10-21 11:05:17.701729,Beauty Melanin,beauty_melanin_,theankitaagrawal,1664432416,0.1337,0.3497,bad
0,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,christinadahlmusic,1662974934,0.2756,0.4252,bad
1,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,christinadahlmusic,1662645818,0.2739,0.4173,bad
2,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,christinadahlmusic,1664431544,0.2746,0.4222,bad
3,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lanchaic,1662975220,0.6663,0.8823,normal
4,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lanchaic,1664431869,0.6694,0.8824,normal
5,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lanchaic,1662645951,0.6699,0.8806,normal
6,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kaymcre,1663087029,0.2863,0.5165,bad
7,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kaymcre,1664431567,0.288,0.5194,bad
8,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ashleynelltipton,1662975322,0.1656,0.6927,bad
9,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ashleynelltipton,1662645381,0.1665,0.689,bad
10,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ashleynelltipton,1664431640,0.1749,0.6884,bad
11,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,the_vintage_bombshell,1664431721,0.165469,0.752834,bad
12,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,the_vintage_bombshell,1662975303,0.165469,0.752972,bad
13,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,the_vintage_bombshell,1662646317,0.165469,0.752972,bad
14,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,oxmxl,1664431632,0.2371,0.6327,bad
15,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,oxmxl,1662646263,0.2374,0.6327,bad
16,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,oxmxl,1662974747,0.235,0.6332,bad
17,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,mel77wa,1662646031,0.2355,0.5339,bad
18,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,mel77wa,1664431777,0.2394,0.5308,bad
19,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,mel77wa,1662974771,0.2379,0.537,bad
20,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,momentswithmellissa,1664432004,0.31,0.8025,low
21,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,momentswithmellissa,1662974826,0.3222,0.8071,low
22,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,momentswithmellissa,1662646114,0.317,0.8,low
23,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,_natalii3,1662974924,0.2118,0.4686,bad
24,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,_natalii3,1664431509,0.2155,0.4732,bad
25,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,_natalii3,1662645760,0.21,0.4715,bad
26,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kimreed930,1664431721,0.064,0.1357,bad
27,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kimreed930,1662645528,0.0577,0.1339,bad
28,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kimreed930,1662975204,0.0619,0.1398,bad
29,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,just_janci,1664431766,0.1878,0.3755,bad
30,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,just_janci,1662646253,0.1856,0.3815,bad
31,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,just_janci,1662974783,0.1951,0.3835,bad
32,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,megan_bair,1662975333,0.547457,0.796866,bad
33,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,megan_bair,1662645659,0.547457,0.796866,bad
34,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,megan_bair,1664431739,0.547457,0.796718,bad
35,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,liveloveprojects,1662974744,0.13125,0.86875,normal
36,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,liveloveprojects,1664431815,0.13125,0.86875,normal
37,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,liveloveprojects,1662645771,0.13125,0.86875,normal
38,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,haleymarie666,1664431429,0.218547,0.634968,bad
39,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,haleymarie666,1662646276,0.218547,0.634968,bad
40,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,haleymarie666,1662974802,0.218547,0.634968,bad
41,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1664431659,0.1451,0.5205,bad
42,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662974836,0.1446,0.5252,bad
43,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662645585,0.1409,0.5218,bad
44,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562,0.277187,0.777596,bad
45,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732,0.277187,0.777596,bad
46,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802,0.3584,0.7245,bad
47,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439,0.3572,0.7214,bad
48,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735,0.3588,0.7303,bad
49,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870,0.3102,0.5462,bad
50,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949,0.3128,0.5421,bad
51,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781,0.3142,0.545,bad
52,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662974762,0.5269,0.7187,bad
53,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662645754,0.5276,0.7166,bad
54,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1664431540,0.5264,0.7192,bad
55,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662974943,0.388,0.7936,bad
56,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662645399,0.3918,0.7886,bad
57,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1664431518,0.3875,0.7916,bad
58,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1664431782,0.0391,0.2502,bad
59,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1662645760,0.037,0.2466,bad
60,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1662974757,0.0368,0.2428,bad
61,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,amanda.bloomquist,1662646050,0.2032,0.8093,low
62,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,amanda.bloomquist,1662974903,0.1948,0.8052,low
63,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,amanda.bloomquist,1664431755,0.2016,0.8099,low
64,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,harpergraemusic,1662645508,0.1327,0.4239,bad
65,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,harpergraemusic,1664431727,0.1306,0.4241,bad
66,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,harpergraemusic,1662974993,0.1383,0.4265,bad
67,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,thechloebeth,1662645791,0.2154,0.6373,bad
68,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,thechloebeth,1664431547,0.2169,0.6413,bad
69,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,thechloebeth,1662974750,0.2161,0.6475,bad
70,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,_lunita,1664431479,0.4009,0.7128,bad
71,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,_lunita,1663087017,0.3954,0.7122,bad
72,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sally_belhaj,1662975231,0.527644,0.842133,low
73,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sally_belhaj,1664431544,0.527822,0.841956,low
74,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sally_belhaj,1662645798,0.527644,0.842133,low
75,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,raleighlilith,1662646070,0.1537,0.7791,bad
76,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,raleighlilith,1664431520,0.1526,0.7757,bad
77,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,raleighlilith,1662974962,0.155,0.7679,bad
78,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sarahjpreston,1664431716,0.27137,0.547436,bad
79,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sarahjpreston,1662645519,0.27125,0.547556,bad
80,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sarahjpreston,1662974731,0.27137,0.547676,bad
81,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,miixeddoll,1664431527,0.3511,0.7179,bad
82,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,miixeddoll,1662646215,0.3538,0.7234,bad
83,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,miixeddoll,1662974736,0.3399,0.7134,bad
84,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662975240,0.2299,0.7365,bad
85,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1664431734,0.2322,0.7376,bad
86,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662645464,0.2303,0.7378,bad
87,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1662974910,0.1124,0.7329,bad
88,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1664431836,0.1154,0.7233,bad
89,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1662645832,0.1134,0.7254,bad
90,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1662645709,0.260712,0.859477,normal
91,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1664431523,0.260893,0.859659,normal
92,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1662974917,0.260712,0.859477,normal
93,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1662646406,0.159,0.3266,bad
94,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1664431459,0.1621,0.3227,bad
95,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1662974803,0.1638,0.3327,bad
96,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662974746,0.609185,0.903234,high
97,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1664432375,0.609444,0.902975,high
98,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662645686,0.609056,0.903622,high
99,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brandsbybravo,1664431644,0.1292,0.8094,low
100,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brandsbybravo,1662975269,0.1258,0.8068,low
101,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brandsbybravo,1662646182,0.1309,0.8085,low
102,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1664431547,0.292056,0.7577,bad
103,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662974862,0.292056,0.757825,bad
104,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662645999,0.292056,0.757825,bad
105,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939,0.1005,0.157,bad
106,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357,0.0992,0.1613,bad
107,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514,0.0979,0.1562,bad
108,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ferfloresoficial,1662974792,0.1006,0.8423,low
109,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ferfloresoficial,1662646005,0.1094,0.8467,low
110,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ferfloresoficial,1664431523,0.1088,0.8537,normal
111,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,erikachristiansen,1662646128,0.244624,0.81362,low
112,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,erikachristiansen,1662975292,0.244624,0.81362,low
113,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,erikachristiansen,1664432512,0.244624,0.81362,low
114,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,k_and_l_asl,1664431873,0.05502,0.80098,low
115,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,k_and_l_asl,1662975271,0.05502,0.80098,low
116,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,k_and_l_asl,1662646082,0.05502,0.80098,low
117,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,marisellabella,1662974820,0.12,0.814,low
118,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,marisellabella,1664432469,0.1234,0.8137,low
119,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,marisellabella,1662646185,0.1271,0.8148,low
120,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,goodboy_zax,1662646152,0.3275,0.8972,normal
121,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,goodboy_zax,1664431779,0.3246,0.8963,normal
122,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,goodboy_zax,1662975243,0.3234,0.8912,normal
123,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,raisingthewildboys,1664431516,0.549211,0.87626,normal
124,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,raisingthewildboys,1662974911,0.549101,0.87648,normal
125,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,raisingthewildboys,1662645900,0.548882,0.876699,normal
126,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,silver.e,1662974892,,0.88,normal
127,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,silver.e,1662645987,,0.88,normal
128,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,silver.e,1664432030,,0.88,normal
129,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ashakosh,1662974826,0.3775,0.6647,bad
130,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ashakosh,1664431736,0.3792,0.6581,bad
131,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ashakosh,1662645578,0.389,0.6622,bad
0,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,catfiig,1662645650,0.362637,0.859141,normal
