,code,weight,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
40,mass_followers,0.133885,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
41,suspicious,0.119393,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
42,influencers,0.307108,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
43,real,0.439614,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1664431623
44,mass_followers,0.133885,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
45,suspicious,0.118703,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
46,influencers,0.307798,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
47,real,0.439614,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,theregoesjonathan,1662975121
48,mass_followers,0.254221,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
49,suspicious,0.081312,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
50,influencers,0.164758,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
51,real,0.499709,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1664431845
52,mass_followers,0.254027,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
53,suspicious,0.081312,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
54,influencers,0.164952,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
55,real,0.499709,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662645791
56,mass_followers,0.254221,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
