,tag,weight,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
0,milliondollarbabyclassic,0.103448,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
1,nashvillephotographer,0.103448,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
2,nashvilleblogger,0.103448,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
3,kimptonlove,0.103448,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
4,20weekspregnant,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
5,20wkspregnant,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
6,liketkit,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
7,rosewoodmansiononturtlecreek,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
8,rosewoodhotels,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
9,hatchcollection,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
10,pregnantwithtwins,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
11,babybump,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
12,maternity,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
13,hatchgirl,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
14,hatch,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
15,staycation,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
16,nashvillemom,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
17,kimpton,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
18,ltkbump,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
19,tennessee,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
20,whitesummerdress,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
21,ltk,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
22,palomarphilly,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
23,babygirl,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
24,20wks,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
25,nashvillebabyphotographer,0.034483,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
26,kimptonpalomar,0.034483,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
27,sleepbettermombetter,0.034483,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
28,twins,0.034483,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
29,obsessed,0.034483,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
0,milliondollarbabyclassic,0.136364,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
1,nashvillephotographer,0.136364,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
2,nashvilleblogger,0.136364,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
3,hatchcollection,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
4,pregnantwithtwins,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
5,20weekspregnant,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
6,babybump,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
7,maternity,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
8,hatchgirl,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
9,20wkspregnant,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
10,hatch,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
11,nashvillemom,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
12,liketkit,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
13,ltkbump,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
14,tennessee,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
15,rosewoodmansiononturtlecreek,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
16,whitesummerdress,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
17,ltk,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
18,babygirl,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
19,20wks,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
20,rosewoodhotels,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
21,franklinmoms,0.045455,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
22,dallas,0.045455,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
23,weekender,0.045455,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
24,couple,0.045455,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
25,nashvillebabyphotographer,0.045455,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
26,kimptonpalomar,0.045455,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
27,sleepbettermombetter,0.045455,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
28,mamatobe,0.045455,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
29,bumpsuit,0.045455,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
0,steinstyle,0.151515,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
1,milliondollarbabyclassic,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
2,nashvillephotographer,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
3,nashvilleblogger,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
4,kimptonlove,0.090909,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
5,hatchcollection,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
6,pregnantwithtwins,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
7,20weekspregnant,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
8,babybump,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
9,maternity,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
10,hatchgirl,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
11,20wkspregnant,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
12,hatch,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
13,staycation,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
14,nashvillemom,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
15,kimpton,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
16,liketkit,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
17,ltkbump,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
18,tennessee,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
19,rosewoodmansiononturtlecreek,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
20,whitesummerdress,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
21,ltk,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
22,palomarphilly,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
23,20wks,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
24,rosewoodhotels,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
25,franklinmoms,0.030303,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
26,dallas,0.030303,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
27,weekender,0.030303,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
28,couple,0.030303,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
29,nashvillebabyphotographer,0.030303,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
0,ad,0.125,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
1,primevideocreator,0.125,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
2,spyvsspy,0.125,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
3,alltheoldknives,0.125,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
4,doyou,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
5,breastimplants,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
6,viomi,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
7,babynola,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
8,emojiday,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
9,lovemylook,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
10,blueairpartner,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
11,photodump,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
12,primeday,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
13,thepowerofyou,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
14,vanillagift,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
15,sobeautiful,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
16,legolandcalifornia,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
17,nolaforpresident2052,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
18,natrellepartner,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
19,ootd,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
20,momlife,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
21,natrelleinspra,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
22,alphas9,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
23,robotvacuum,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
24,breastaugmentation,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
25,abreathofblueair,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
26,sponsored,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
27,throwback,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
28,mda,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
29,mondayblues,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
0,ad,0.125,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
1,primevideocreator,0.125,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
2,spyvsspy,0.125,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
3,alltheoldknives,0.125,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
4,doyou,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
5,breastimplants,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
6,viomi,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
7,babynola,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
8,emojiday,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
9,lovemylook,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
10,blueairpartner,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
11,photodump,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
12,primeday,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
13,thepowerofyou,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
14,vanillagift,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
15,sobeautiful,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
16,legolandcalifornia,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
17,nolaforpresident2052,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
18,natrellepartner,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
19,ootd,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
20,momlife,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
21,natrelleinspra,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
22,alphas9,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
23,robotvacuum,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
24,breastaugmentation,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
25,abreathofblueair,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
26,sponsored,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
27,throwback,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
28,mda,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
29,mondayblues,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
0,ad,0.117647,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
1,primevideocreator,0.117647,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
2,spyvsspy,0.117647,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
3,alltheoldknives,0.117647,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
4,doyou,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
5,breastimplants,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
6,viomi,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
7,babynola,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
8,emojiday,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
9,lovemylook,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
10,blueairpartner,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
11,photodump,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
12,primeday,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
13,thepowerofyou,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
14,vanillagift,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
15,sobeautiful,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
16,legolandcalifornia,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
17,nolaforpresident2052,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
18,natrellepartner,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
19,ootd,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
20,momlife,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
21,natrelleinspra,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
22,alphas9,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
23,robotvacuum,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
24,breastaugmentation,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
25,abreathofblueair,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
26,sponsored,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
27,throwback,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
28,mda,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
29,mondayblues,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
0,blackowned,0.266667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
1,kaleidoscopehairproducts,0.266667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
2,iluvcolors,0.266667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
3,kaleidoscope,0.266667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
4,kaleidokrewe,0.266667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
5,miracledeops,0.2,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
6,highbun,0.133333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
7,karmasworld,0.133333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
8,novakids,0.133333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
9,kidsofinstagram,0.133333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
10,newyork,0.133333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
11,itsfromthesole,0.133333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
12,bluedress,0.133333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
13,sponsored,0.133333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
14,miniinfluencer,0.133333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
15,ponytail,0.133333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
16,faoschwarz,0.133333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
17,curlykids,0.133333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
18,jordans,0.133333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
19,naturalhairkids,0.133333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
20,learningapp,0.066667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
21,stopbullying,0.066667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
22,miracledrops,0.066667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
23,tokyobikeforkids,0.066667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
24,aussomekids,0.066667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
25,thisisreallife,0.066667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
26,elearning,0.066667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
27,parentingtips,0.066667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
28,socialskills,0.066667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
29,learningisfun,0.066667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
0,blackowned,0.285714,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
1,kaleidoscopehairproducts,0.285714,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
2,iluvcolors,0.285714,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
3,kaleidoscope,0.285714,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
4,kaleidokrewe,0.285714,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
5,miracledeops,0.214286,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
6,highbun,0.142857,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
7,karmasworld,0.142857,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
8,novakids,0.142857,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
9,kidsofinstagram,0.142857,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
10,newyork,0.142857,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
11,itsfromthesole,0.142857,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
12,bluedress,0.142857,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
13,sponsored,0.142857,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
14,miniinfluencer,0.142857,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
15,ponytail,0.142857,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
16,faoschwarz,0.142857,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
17,curlykids,0.142857,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
18,jordans,0.142857,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
19,naturalhairkids,0.142857,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
20,miracledrops,0.071429,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
21,tokyobikeforkids,0.071429,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
22,aussomekids,0.071429,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
23,thisisreallife,0.071429,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
24,kidsbikes,0.071429,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
25,lilyfrilly,0.071429,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
26,ad,0.071429,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
27,tokyobike,0.071429,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
28,caughtinabadromance,0.071429,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
29,throwback,0.071429,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
0,blackowned,0.444444,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
1,kaleidoscopehairproducts,0.444444,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
2,iluvcolors,0.444444,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
3,kaleidoscope,0.444444,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
