,code,weight,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
70,MALE,0.386715,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
71,FEMALE,0.613285,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
72,MALE,0.600573,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1664431701
73,FEMALE,0.399427,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1664431701
74,MALE,0.600177,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662974816
75,FEMALE,0.399823,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662974816
76,FEMALE,0.399823,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662645392
77,MALE,0.600177,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662645392
78,MALE,0.542154,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662645707
79,FEMALE,0.457846,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662645707
80,FEMALE,0.455358,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1664431610
81,MALE,0.544642,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1664431610
82,MALE,0.545567,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662975110
83,FEMALE,0.454433,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662975110
84,FEMALE,0.883458,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1664431798
85,MALE,0.116542,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1664431798
86,MALE,0.114643,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662645508
87,FEMALE,0.885357,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662645508
88,MALE,0.11519,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662975071
89,FEMALE,0.88481,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662975071
90,MALE,0.387076,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662974779
91,FEMALE,0.612924,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662974779
92,MALE,0.382075,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662646058
93,FEMALE,0.617925,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662646058
94,MALE,0.389679,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1664431953
95,FEMALE,0.610321,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1664431953
0,MALE,0.088198,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mamavamerice,1662645498
1,FEMALE,0.911802,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mamavamerice,1662645498
0,FEMALE,0.953898,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,amandane_dance,1662645460
1,MALE,0.046102,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,amandane_dance,1662645460
2,MALE,0.045407,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,amandane_dance,1664431702
3,FEMALE,0.954593,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,amandane_dance,1664431702
4,MALE,0.048366,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,amandane_dance,1662975275
5,FEMALE,0.951634,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,amandane_dance,1662975275
6,MALE,0.903218,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,crossfitcub,1662974879
7,FEMALE,0.096782,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,crossfitcub,1662974879
8,MALE,0.903218,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,crossfitcub,1662645478
9,FEMALE,0.096782,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,crossfitcub,1662645478
10,MALE,0.903218,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,crossfitcub,1664431787
11,FEMALE,0.096782,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,crossfitcub,1664431787
12,MALE,0.711578,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,navjotkamal,1662975180
13,FEMALE,0.288422,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,navjotkamal,1662975180
14,MALE,0.703057,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,navjotkamal,1662645409
15,FEMALE,0.296943,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,navjotkamal,1662645409
16,MALE,0.7025,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,navjotkamal,1664432085
17,FEMALE,0.2975,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,navjotkamal,1664432085
18,MALE,0.754895,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1664431509
19,FEMALE,0.245105,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1664431509
20,FEMALE,0.247561,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1662645357
21,MALE,0.752439,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1662645357
22,MALE,0.769768,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1662974848
