,tag,weight,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
0,chrisloren_hair,0.110345,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
1,chelseaericasmith,0.068966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
2,kristianveech,0.062069,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
3,hatchgal,0.055172,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
4,itschazmazzota,0.048276,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
5,fionamauramusic,0.041379,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
6,kissmekatecustomfloral,0.041379,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
7,urbanbay,0.041379,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
8,milliondollarbabyclassic,0.034483,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
9,nashbashcollective,0.034483,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
10,thiswaywithtay,0.034483,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
11,sugar_blooms_cakes,0.027586,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
12,spodeus,0.027586,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
13,shop_ltk,0.027586,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
14,katieannecole,0.027586,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
15,bumpsuit,0.027586,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
16,savannahmhopkins,0.027586,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
17,penny_morrison_ltd,0.027586,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
18,tatiana__balan,0.027586,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
19,colemiraclemusic,0.02069,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
20,nordstrom,0.02069,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
21,itsbodily,0.02069,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
22,sexymamamaternity,0.02069,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
23,angelmaternity,0.02069,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
24,rosewoodmansionturtlecreek,0.02069,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
25,thewineshutter,0.02069,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
26,target,0.02069,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
27,kimptoninphl,0.02069,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
28,ripematernity,0.02069,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662974911
0,chrisloren_hair,0.113475,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
1,chelseaericasmith,0.070922,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
2,hatchgal,0.056738,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
3,kristianveech,0.049645,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
4,itschazmazzota,0.049645,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
5,fionamauramusic,0.042553,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
6,kissmekatecustomfloral,0.042553,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
7,bumpsuit,0.035461,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
8,milliondollarbabyclassic,0.035461,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
9,thiswaywithtay,0.035461,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
10,target,0.035461,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
11,sugar_blooms_cakes,0.028369,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
12,spodeus,0.028369,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
13,itsbodily,0.028369,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
14,shop_ltk,0.028369,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
15,katieannecole,0.028369,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
16,angelmaternity,0.028369,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
17,nashbashcollective,0.028369,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
18,savannahmhopkins,0.028369,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
19,penny_morrison_ltd,0.028369,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
20,tatiana__balan,0.028369,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
21,nordstrom,0.021277,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
22,sexymamamaternity,0.021277,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
23,rosewoodmansionturtlecreek,0.021277,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
24,urbanbay,0.021277,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
25,esme_chicago,0.021277,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
26,ripematernity,0.021277,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1664431477
0,chrisloren_hair,0.111111,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
1,chelseaericasmith,0.065359,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
2,thiswaywithtay,0.065359,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
3,nashbashcollective,0.058824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
4,kristianveech,0.052288,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
5,hatchgal,0.052288,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
6,urbanbay,0.045752,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
7,itschazmazzota,0.039216,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
8,fionamauramusic,0.039216,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
9,kissmekatecustomfloral,0.039216,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
10,thewineshutter,0.039216,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
11,arcadiaazlife,0.03268,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
12,steinlodge,0.03268,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
13,milliondollarbabyclassic,0.03268,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
14,sugar_blooms_cakes,0.026144,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
15,spodeus,0.026144,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
16,shop_ltk,0.026144,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
17,katieannecole,0.026144,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
18,bumpsuit,0.026144,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
19,savannahmhopkins,0.026144,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
20,penny_morrison_ltd,0.026144,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
21,tatiana__balan,0.026144,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,chelseaericasmith,1662645609
0,lancemoore16,0.181818,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
1,novakids,0.166667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
2,indytrione,0.166667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
3,fashionnova,0.151515,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
4,grayleemoore,0.136364,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
5,nolaraemoore,0.121212,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
6,marinomoore16,0.075758,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
7,kambiakids,0.060606,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
8,uspoloassn,0.045455,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
9,devonwindsor,0.030303,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
10,primevideo,0.030303,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
11,skims,0.030303,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662975050
0,lancemoore16,0.179104,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
1,novakids,0.179104,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
2,fashionnova,0.164179,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
3,indytrione,0.164179,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
4,grayleemoore,0.134328,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
5,nolaraemoore,0.134328,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
6,marinomoore16,0.074627,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
7,uspoloassn,0.044776,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
8,kambiakids,0.044776,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
9,devonwindsor,0.029851,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
10,primevideo,0.029851,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
11,skims,0.029851,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1662646222
0,lancemoore16,0.1875,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
1,grayleemoore,0.15625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
2,indytrione,0.15625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
3,nolaraemoore,0.125,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
4,novakids,0.125,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
5,fashionnova,0.109375,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
6,marinomoore16,0.078125,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
7,kambiakids,0.0625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
8,devonwindsor,0.03125,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
9,uspoloassn,0.03125,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
10,primevideo,0.03125,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
11,skims,0.03125,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,kasey.moore_,1664431578
0,novakids,0.679245,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
1,fashionnova,0.660377,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
2,_kaleidokids,0.075472,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
3,kaleidoscopehairproducts,0.075472,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
4,darealbbjudy,0.075472,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
5,bintabeautyorganics,0.037736,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
6,itsfromthesole,0.037736,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
7,target,0.037736,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
8,faoschwarz,0.037736,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
9,ludacris,0.037736,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
10,lovemilanmarie,0.037736,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1664431423
0,novakids,0.7,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
1,fashionnova,0.68,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
2,_kaleidokids,0.08,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
3,kaleidoscopehairproducts,0.08,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
4,darealbbjudy,0.08,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
5,itsfromthesole,0.04,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
6,target,0.04,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
7,faoschwarz,0.04,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
8,ludacris,0.04,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
9,lovemilanmarie,0.04,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
10,off___white___kids,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
11,netflix,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
12,aussiehairkids,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
13,tokyobikeforkids,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
14,bintabeautyorganics,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
15,authorlbanne,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
16,babyjunie4,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
17,zarakids,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
18,j_random_producer,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
19,lilyfrilly,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
20,tokyobike_us,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
21,childsplayclothing,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
22,potterybarnkids,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
23,siliconesnugglebabies,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
24,karmasworldofficial,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
25,fashion,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662974932
0,novakids,0.641509,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
1,fashionnova,0.622642,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
2,_kaleidokids,0.150943,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
3,kaleidoscopehairproducts,0.150943,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
4,darealbbjudy,0.150943,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
5,itsfromthesole,0.037736,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
6,target,0.037736,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
7,faoschwarz,0.037736,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
8,ludacris,0.037736,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
9,lovemilanmarie,0.037736,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
0,dye_clint,0.1625,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
1,zynlobank,0.0375,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
2,woodloch,0.0375,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
3,frugalactivemama,0.0375,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
4,getawayhouse,0.0375,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
5,thenationalballoonclassic,0.025,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
6,traveliowa,0.025,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
7,monsterjam,0.025,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
8,protect_the_pap,0.025,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
9,amazon,0.025,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
10,disneyonice,0.025,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
11,wildernessresort,0.025,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
12,gigipip,0.025,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
0,dye_clint,0.164706,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1664431484
1,zynlobank,0.035294,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1664431484
2,woodloch,0.035294,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1664431484
3,frugalactivemama,0.035294,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1664431484
4,getawayhouse,0.035294,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1664431484
5,thenationalballoonclassic,0.023529,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1664431484
6,traveliowa,0.023529,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1664431484
7,monsterjam,0.023529,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1664431484
8,protect_the_pap,0.023529,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1664431484
9,amazon,0.023529,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1664431484
10,disneyonice,0.023529,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1664431484
11,wildernessresort,0.023529,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1664431484
12,gigipip,0.023529,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1664431484
0,adoreme,0.153333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1664431468
1,my_hannahbanana,0.12,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1664431468
2,pedipedfootwear,0.086667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1664431468
3,kidstuff_pr,0.053333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1664431468
4,kidfocus,0.04,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1664431468
5,tanglecreations,0.026667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1664431468
6,deltachildren,0.026667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1664431468
7,getsqueakywithus,0.026667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1664431468
8,amcreators_,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1664431468
9,pippaandjulie,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1664431468
10,zuru_toys,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1664431468
11,littleadventuresdressups,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1664431468
0,adoreme,0.153333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662974796
1,my_hannahbanana,0.12,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662974796
2,pedipedfootwear,0.086667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662974796
3,kidstuff_pr,0.053333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662974796
4,kidfocus,0.04,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662974796
5,tanglecreations,0.026667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662974796
6,deltachildren,0.026667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662974796
7,getsqueakywithus,0.026667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662974796
8,amcreators_,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662974796
9,pippaandjulie,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662974796
10,zuru_toys,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662974796
11,littleadventuresdressups,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662974796
0,adoreme,0.153333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662645368
1,my_hannahbanana,0.12,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662645368
2,pedipedfootwear,0.086667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662645368
3,kidstuff_pr,0.053333,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662645368
4,kidfocus,0.04,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662645368
5,tanglecreations,0.026667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662645368
6,deltachildren,0.026667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662645368
7,getsqueakywithus,0.026667,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662645368
8,amcreators_,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662645368
9,pippaandjulie,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662645368
10,zuru_toys,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662645368
11,littleadventuresdressups,0.02,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662645368
0,brandrepcommunity,0.145455,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
1,brandmamagains,0.118182,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
2,babybossfam,0.118182,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
3,influencer_engagement,0.118182,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
4,socialwomenunited,0.109091,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
5,brand_rep_babes,0.081818,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
6,ibtribe2_0,0.072727,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
7,birdandbeanshop,0.054545,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
8,the_mama_crew,0.054545,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
9,walmart,0.045455,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
10,mamagainsgroup,0.045455,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
11,deltachildren,0.045455,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
12,socialconnecttribe,0.036364,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
13,lets_influenceee,0.036364,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
14,vipmummasclub,0.036364,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
15,awesomemomtribes,0.036364,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
16,tagitary,0.027273,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
17,instaparentssupport,0.027273,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
