,code,name,weight,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
4,asian,Asian,0.051121,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1662975205
5,african_american,African American,0.785405,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1662975205
6,white,White / Caucasian,0.120831,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1662975205
7,hispanic,Hispanic,0.042643,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1662975205
8,asian,Asian,0.055469,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1664431698
9,african_american,African American,0.784493,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1664431698
10,white,White / Caucasian,0.110938,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1664431698
11,hispanic,Hispanic,0.0491,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1664431698
12,african_american,African American,0.114342,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662645493
13,hispanic,Hispanic,0.128823,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662645493
14,white,White / Caucasian,0.658827,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662645493
15,asian,Asian,0.098007,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662645493
16,asian,Asian,0.083286,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
17,white,White / Caucasian,0.64547,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
18,african_american,African American,0.138811,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
19,hispanic,Hispanic,0.132433,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
20,african_american,African American,0.115322,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
21,white,White / Caucasian,0.705498,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
22,asian,Asian,0.054269,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
23,hispanic,Hispanic,0.124911,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
24,white,White / Caucasian,0.790418,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1664431628
25,hispanic,Hispanic,0.106688,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1664431628
26,asian,Asian,0.04677,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1664431628
27,african_american,African American,0.056124,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1664431628
28,white,White / Caucasian,0.797465,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662645713
29,african_american,African American,0.032837,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662645713
30,hispanic,Hispanic,0.104025,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662645713
31,asian,Asian,0.065674,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662645713
32,asian,Asian,0.060447,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
33,white,White / Caucasian,0.765658,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
34,african_american,African American,0.070521,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
35,hispanic,Hispanic,0.103374,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
36,african_american,African American,0.054997,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
37,asian,Asian,0.054997,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
38,hispanic,Hispanic,0.069641,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
39,white,White / Caucasian,0.820366,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
40,white,White / Caucasian,0.841531,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
41,hispanic,Hispanic,0.073846,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
42,asian,Asian,0.061117,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
43,african_american,African American,0.023506,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
44,white,White / Caucasian,0.803596,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
45,asian,Asian,0.067719,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
46,african_american,African American,0.05869,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
47,hispanic,Hispanic,0.069996,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
48,white,White / Caucasian,0.592278,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
49,hispanic,Hispanic,0.138504,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
50,asian,Asian,0.269217,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
51,african_american,African American,0.0,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
52,white,White / Caucasian,0.341753,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
53,asian,Asian,0.512629,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
54,african_american,African American,0.0,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
55,hispanic,Hispanic,0.145619,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
56,white,White / Caucasian,0.749156,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
57,hispanic,Hispanic,0.125984,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
58,asian,Asian,0.124859,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
59,african_american,African American,0.0,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1664431478
60,asian,Asian,0.091487,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662975016
61,african_american,African American,0.004574,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662975016
62,white,White / Caucasian,0.827956,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662975016
63,hispanic,Hispanic,0.075983,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662975016
64,white,White / Caucasian,0.817566,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662645515
65,african_american,African American,0.004838,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662645515
66,hispanic,Hispanic,0.076005,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662645515
67,asian,Asian,0.101591,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1662645515
68,white,White / Caucasian,0.807648,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1664431791
69,hispanic,Hispanic,0.07358,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1664431791
70,asian,Asian,0.114021,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1664431791
71,african_american,African American,0.004751,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mypixiedustedlife_,1664431791
72,african_american,African American,0.031169,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1664431907
73,white,White / Caucasian,0.654545,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1664431907
74,asian,Asian,0.114286,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1664431907
75,hispanic,Hispanic,0.2,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1664431907
76,white,White / Caucasian,0.629928,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662974748
77,asian,Asian,0.13074,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662974748
78,african_american,African American,0.023771,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662974748
79,hispanic,Hispanic,0.215561,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662974748
80,white,White / Caucasian,0.667353,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662645548
81,hispanic,Hispanic,0.206731,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662645548
82,asian,Asian,0.088141,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662645548
83,african_american,African American,0.037775,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,proasyavlade,1662645548
84,white,White / Caucasian,0.79062,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
85,hispanic,Hispanic,0.06563,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
86,asian,Asian,0.095833,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
87,african_american,African American,0.047916,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662646154
88,white,White / Caucasian,0.671805,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
89,hispanic,Hispanic,0.069808,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
90,asian,Asian,0.206709,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
91,african_american,African American,0.051677,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1664431912
92,white,White / Caucasian,0.811289,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662974740
93,asian,Asian,0.057949,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662974740
94,african_american,African American,0.057949,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662974740
95,hispanic,Hispanic,0.072813,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,thedressybostonian,1662974740
96,white,White / Caucasian,0.729079,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,christywalton__,1662645558
97,african_american,African American,0.072391,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,christywalton__,1662645558
98,hispanic,Hispanic,0.13131,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,christywalton__,1662645558
99,asian,Asian,0.06722,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,christywalton__,1662645558
100,asian,Asian,0.06722,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,christywalton__,1662974738
101,white,White / Caucasian,0.729079,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,christywalton__,1662974738
102,african_american,African American,0.072391,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,christywalton__,1662974738
103,hispanic,Hispanic,0.13131,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,christywalton__,1662974738
104,african_american,African American,0.072391,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,christywalton__,1664431602
105,white,White / Caucasian,0.729079,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,christywalton__,1664431602
106,asian,Asian,0.06722,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,christywalton__,1664431602
107,hispanic,Hispanic,0.13131,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,christywalton__,1664431602
108,white,White / Caucasian,0.784615,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1664431784
109,hispanic,Hispanic,0.097374,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1664431784
110,asian,Asian,0.098874,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1664431784
111,african_american,African American,0.019137,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1664431784
112,asian,Asian,0.098811,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662975225
113,african_american,African American,0.019125,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662975225
114,white,White / Caucasian,0.784115,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662975225
115,hispanic,Hispanic,0.097949,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662975225
116,white,White / Caucasian,0.784115,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662645531
117,african_american,African American,0.019125,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662645531
118,hispanic,Hispanic,0.097949,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662645531
119,asian,Asian,0.098811,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662645531
120,asian,Asian,0.043129,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662974744
121,white,White / Caucasian,0.064694,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662974744
122,african_american,African American,0.007188,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662974744
123,hispanic,Hispanic,0.884989,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662974744
124,african_american,African American,0.002398,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1664431603
125,asian,Asian,0.038374,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1664431603
126,hispanic,Hispanic,0.884877,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1664431603
127,white,White / Caucasian,0.07435,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1664431603
128,african_american,African American,0.0,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662645690
129,white,White / Caucasian,0.098916,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662645690
130,asian,Asian,0.02885,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662645690
131,hispanic,Hispanic,0.872234,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662645690
132,asian,Asian,0.058537,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
133,african_american,African American,0.056518,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
134,white,White / Caucasian,0.781165,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
135,hispanic,Hispanic,0.10378,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
136,african_american,African American,0.04267,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
137,white,White / Caucasian,0.784321,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
138,asian,Asian,0.073149,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
139,hispanic,Hispanic,0.09986,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
140,african_american,African American,0.02799,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
141,white,White / Caucasian,0.777727,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
142,asian,Asian,0.08597,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
143,hispanic,Hispanic,0.108313,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
144,african_american,African American,0.08587,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1664431701
145,asian,Asian,0.193208,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1664431701
146,hispanic,Hispanic,0.076893,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1664431701
147,white,White / Caucasian,0.644028,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1664431701
148,asian,Asian,0.193199,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662974816
149,white,White / Caucasian,0.643997,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662974816
150,african_american,African American,0.085866,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662974816
151,hispanic,Hispanic,0.076938,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662974816
152,white,White / Caucasian,0.643997,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662645392
153,african_american,African American,0.085866,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662645392
154,hispanic,Hispanic,0.076938,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662645392
155,asian,Asian,0.193199,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662645392
156,african_american,African American,0.039416,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662645707
157,hispanic,Hispanic,0.06585,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662645707
158,white,White / Caucasian,0.760721,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662645707
159,asian,Asian,0.134013,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662645707
160,african_american,African American,0.049003,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1664431610
161,white,White / Caucasian,0.768962,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1664431610
162,asian,Asian,0.116852,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1664431610
163,hispanic,Hispanic,0.065183,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1664431610
164,asian,Asian,0.135039,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662975110
165,white,White / Caucasian,0.754631,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662975110
166,african_american,African American,0.035746,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662975110
167,hispanic,Hispanic,0.074584,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662975110
168,african_american,African American,0.021553,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1664431798
169,white,White / Caucasian,0.835169,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1664431798
170,asian,Asian,0.070046,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1664431798
171,hispanic,Hispanic,0.073232,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1664431798
172,african_american,African American,0.021669,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662645508
173,hispanic,Hispanic,0.073633,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662645508
174,white,White / Caucasian,0.828855,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662645508
175,asian,Asian,0.075843,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662645508
176,asian,Asian,0.086484,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662975071
177,white,White / Caucasian,0.807185,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662975071
178,african_american,African American,0.034594,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662975071
179,hispanic,Hispanic,0.071737,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662975071
180,asian,Asian,0.183037,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662974779
181,african_american,African American,0.080536,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662974779
182,white,White / Caucasian,0.461253,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662974779
183,hispanic,Hispanic,0.275174,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662974779
184,african_american,African American,0.076492,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662646058
185,white,White / Caucasian,0.443654,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662646058
186,asian,Asian,0.206529,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662646058
187,hispanic,Hispanic,0.273325,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662646058
188,asian,Asian,0.223616,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1664431953
189,african_american,African American,0.043003,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1664431953
190,white,White / Caucasian,0.455832,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1664431953
191,hispanic,Hispanic,0.27755,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1664431953
0,african_american,African American,0.006093,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mamavamerice,1662645498
1,white,White / Caucasian,0.755491,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mamavamerice,1662645498
2,asian,Asian,0.237614,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mamavamerice,1662645498
3,hispanic,Hispanic,0.000802,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mamavamerice,1662645498
0,white,White / Caucasian,0.758384,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,amandane_dance,1662645460
1,african_american,African American,0.05417,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,amandane_dance,1662645460
2,hispanic,Hispanic,0.065563,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,amandane_dance,1662645460
3,asian,Asian,0.121883,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,amandane_dance,1662645460
4,asian,Asian,0.149837,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,amandane_dance,1664431702
5,african_american,African American,0.037459,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,amandane_dance,1664431702
6,white,White / Caucasian,0.749185,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,amandane_dance,1664431702
7,hispanic,Hispanic,0.063519,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,amandane_dance,1664431702
8,asian,Asian,0.138405,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,amandane_dance,1662975275
9,white,White / Caucasian,0.747389,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,amandane_dance,1662975275
10,african_american,African American,0.055362,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,amandane_dance,1662975275
11,hispanic,Hispanic,0.058843,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,amandane_dance,1662975275
12,asian,Asian,0.057705,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,crossfitcub,1662974879
13,white,White / Caucasian,0.744918,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,crossfitcub,1662974879
14,african_american,African American,0.031475,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,crossfitcub,1662974879
15,hispanic,Hispanic,0.165902,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,crossfitcub,1662974879
16,african_american,African American,0.031473,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,crossfitcub,1662645478
17,hispanic,Hispanic,0.165966,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,crossfitcub,1662645478
18,white,White / Caucasian,0.744861,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,crossfitcub,1662645478
19,asian,Asian,0.0577,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,crossfitcub,1662645478
20,african_american,African American,0.031475,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,crossfitcub,1664431787
21,asian,Asian,0.057705,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,crossfitcub,1664431787
22,hispanic,Hispanic,0.165902,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,crossfitcub,1664431787
23,white,White / Caucasian,0.744918,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,crossfitcub,1664431787
24,asian,Asian,0.113869,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,navjotkamal,1662975180
25,african_american,African American,0.151826,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,navjotkamal,1662975180
26,white,White / Caucasian,0.695868,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,navjotkamal,1662975180
27,hispanic,Hispanic,0.038438,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,navjotkamal,1662975180
28,african_american,African American,0.092606,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,navjotkamal,1662645409
29,hispanic,Hispanic,0.034255,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,navjotkamal,1662645409
30,white,White / Caucasian,0.727616,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,navjotkamal,1662645409
31,asian,Asian,0.145523,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,navjotkamal,1662645409
32,african_american,African American,0.13905,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,navjotkamal,1664432085
33,asian,Asian,0.176972,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,navjotkamal,1664432085
34,hispanic,Hispanic,0.039294,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,navjotkamal,1664432085
35,white,White / Caucasian,0.644684,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,navjotkamal,1664432085
36,white,White / Caucasian,0.651049,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1664431509
37,hispanic,Hispanic,0.175338,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1664431509
38,asian,Asian,0.124009,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1664431509
39,african_american,African American,0.049604,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1664431509
40,white,White / Caucasian,0.642516,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1662645357
41,hispanic,Hispanic,0.173281,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1662645357
42,asian,Asian,0.124995,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1662645357
43,african_american,African American,0.059208,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1662645357
44,asian,Asian,0.116602,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1662974848
45,african_american,African American,0.055121,2022-10-21 11:05:17.701729,Jack Archer,jack.archer,joey.gentile,1662974848
