,code,name,weight,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
34,hispanic,Hispanic,0.050415,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
35,asian,Asian,0.091721,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,lovemilanmarie,1662646464
36,asian,Asian,0.055361,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
37,african_american,African American,0.030756,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
38,white,White / Caucasian,0.824271,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
39,hispanic,Hispanic,0.089611,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1663087018
40,african_american,African American,0.033815,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1664431484
41,white,White / Caucasian,0.789019,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1664431484
42,asian,Asian,0.078902,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1664431484
43,hispanic,Hispanic,0.098264,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Tara.dye,1664431484
44,white,White / Caucasian,0.777557,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1664431468
45,hispanic,Hispanic,0.064051,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1664431468
46,asian,Asian,0.100794,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1664431468
47,african_american,African American,0.057597,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1664431468
48,asian,Asian,0.092149,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662974796
49,white,White / Caucasian,0.813982,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662974796
50,african_american,African American,0.030716,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662974796
51,hispanic,Hispanic,0.063152,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662974796
52,white,White / Caucasian,0.776196,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662645368
53,hispanic,Hispanic,0.062707,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662645368
54,asian,Asian,0.102516,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662645368
55,african_american,African American,0.058581,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,its.sage.thyme,1662645368
56,african_american,African American,0.022451,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
57,white,White / Caucasian,0.853143,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
58,asian,Asian,0.067353,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
59,hispanic,Hispanic,0.057052,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1664431487
60,asian,Asian,0.067364,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1663087024
61,african_american,African American,0.022455,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1663087024
62,white,White / Caucasian,0.853274,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1663087024
63,hispanic,Hispanic,0.056908,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Adalynandmommy,1663087024
64,african_american,African American,0.025868,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,themhoffers,1664431489
65,asian,Asian,0.06467,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,themhoffers,1664431489
66,hispanic,Hispanic,0.055819,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,themhoffers,1664431489
67,white,White / Caucasian,0.853643,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,themhoffers,1664431489
68,asian,Asian,0.060614,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,themhoffers,1663087071
69,white,White / Caucasian,0.84426,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,themhoffers,1663087071
70,african_american,African American,0.038966,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,themhoffers,1663087071
71,hispanic,Hispanic,0.05616,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,themhoffers,1663087071
72,white,White / Caucasian,0.212824,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Shawnteltheprototype,1663087087
73,hispanic,Hispanic,0.066562,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Shawnteltheprototype,1663087087
74,asian,Asian,0.048539,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Shawnteltheprototype,1663087087
75,african_american,African American,0.672075,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Shawnteltheprototype,1663087087
76,african_american,African American,0.704275,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Shawnteltheprototype,1664431999
77,asian,Asian,0.056493,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Shawnteltheprototype,1664431999
78,hispanic,Hispanic,0.065988,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Shawnteltheprototype,1664431999
79,white,White / Caucasian,0.173244,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,Shawnteltheprototype,1664431999
80,african_american,African American,0.058939,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1664431625
81,white,White / Caucasian,0.618863,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1664431625
82,asian,Asian,0.108055,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1664431625
83,hispanic,Hispanic,0.214143,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1664431625
84,white,White / Caucasian,0.615834,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1662646169
85,african_american,African American,0.093308,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1662646169
86,hispanic,Hispanic,0.216211,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1662646169
87,asian,Asian,0.074647,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1662646169
0,white,White / Caucasian,0.608226,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1662974858
1,asian,Asian,0.071091,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1662974858
2,african_american,African American,0.110587,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1662974858
3,hispanic,Hispanic,0.210096,2022-10-21 11:05:17.701729,Kozy Couch,kozycouch,bria.snyder,1662974858
0,african_american,African American,0.749497,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1662646335
1,white,White / Caucasian,0.134303,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1662646335
2,asian,Asian,0.069318,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1662646335
3,hispanic,Hispanic,0.046882,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,alyssashenaye,1662646335
